method,minhash_depth,cms_width,cms_depth,size_minhash,size_cms,time_minhash,time_cms,error_minhash,error_cms,jaccard_similarity
MinHash,50.0,,,200.0,,0.000010,,0.05555555555555558,,0.5555555555555556
MinHash,100.0,,,400.0,,0.000016,,0.015555555555555545,,0.5555555555555556
MinHash,200.0,,,800.0,,0.000033,,0.01055555555555554,,0.5555555555555556
MinHash,300.0,,,1200.0,,0.000050,,0.008888888888888946,,0.5555555555555556
MinHash,400.0,,,1600.0,,0.000069,,0.02055555555555555,,0.5555555555555556
MinHash,500.0,,,2000.0,,0.000087,,0.017555555555555546,,0.5555555555555556
MinHash,600.0,,,2400.0,,0.000110,,0.015555555555555545,,0.5555555555555556
MinHash,700.0,,,2800.0,,0.000125,,0.004126984126984201,,0.5555555555555556
MinHash,800.0,,,3200.0,,0.000147,,0.009305555555555567,,0.5555555555555556
MinHash,900.0,,,3600.0,,0.000166,,0.005555555555555536,,0.5555555555555556
MinHash,1000.0,,,4000.0,,0.000185,,0.008555555555555538,,0.5555555555555556
MinHash,1100.0,,,4400.0,,0.000203,,0.008282828282828336,,0.5555555555555556
MinHash,1200.0,,,4800.0,,0.000221,,0.0038888888888889417,,0.5555555555555556
MinHash,1300.0,,,5200.0,,0.000241,,0.0005982905982905296,,0.5555555555555556
MinHash,1400.0,,,5600.0,,0.000260,,0.00515873015873014,,0.5555555555555556
MinHash,1500.0,,,6000.0,,0.000279,,0.01244444444444437,,0.5555555555555556
MinHash,1600.0,,,6400.0,,0.000300,,0.013194444444444398,,0.5555555555555556
MinHash,1700.0,,,6800.0,,0.000319,,0.014444444444444371,,0.5555555555555556
MinHash,1800.0,,,7200.0,,0.000337,,0.016111111111111076,,0.5555555555555556
MinHash,1900.0,,,7600.0,,0.000360,,0.011286549707602345,,0.5555555555555556
MinHash,2000.0,,,8000.0,,0.000376,,0.011444444444444368,,0.5555555555555556
CountMinSketch,,25.0,2.0,,289.0,,0.000011,,0.05595523581135087,0.5555555555555556
CountMinSketch,,50.0,2.0,,341.0,,0.000019,,0.021909233176838794,0.5555555555555556
CountMinSketch,,100.0,2.0,,382.0,,0.000036,,0.0,0.5555555555555556
CountMinSketch,,150.0,2.0,,414.0,,0.000055,,0.0,0.5555555555555556
CountMinSketch,,200.0,2.0,,432.0,,0.000076,,0.0,0.5555555555555556
CountMinSketch,,250.0,2.0,,456.0,,0.000098,,0.0,0.5555555555555556
CountMinSketch,,300.0,2.0,,498.0,,0.000119,,0.0,0.5555555555555556
CountMinSketch,,350.0,2.0,,514.0,,0.000139,,0.01087801087801088,0.5555555555555556
CountMinSketch,,400.0,2.0,,532.0,,0.000163,,0.0,0.5555555555555556
CountMinSketch,,450.0,2.0,,572.0,,0.000184,,0.0,0.5555555555555556
CountMinSketch,,500.0,2.0,,582.0,,0.000203,,0.0,0.5555555555555556
CountMinSketch,,550.0,2.0,,614.0,,0.000226,,0.021909233176838794,0.5555555555555556
CountMinSketch,,600.0,2.0,,648.0,,0.000250,,0.0,0.5555555555555556
CountMinSketch,,650.0,2.0,,672.0,,0.000271,,0.0,0.5555555555555556
CountMinSketch,,700.0,2.0,,698.0,,0.000288,,0.0,0.5555555555555556
CountMinSketch,,750.0,2.0,,722.0,,0.000311,,0.0,0.5555555555555556
CountMinSketch,,800.0,2.0,,740.0,,0.000332,,0.0,0.5555555555555556
CountMinSketch,,850.0,2.0,,764.0,,0.000351,,0.0,0.5555555555555556
CountMinSketch,,900.0,2.0,,798.0,,0.000387,,0.0,0.5555555555555556
CountMinSketch,,950.0,2.0,,822.0,,0.000394,,0.0,0.5555555555555556
CountMinSketch,,1000.0,2.0,,832.0,,0.000419,,0.0,0.5555555555555556
