method,minhash_depth,cms_width,cms_depth,size_minhash,size_cms,time_minhash,time_cms,error_minhash,error_cms,jaccard_similarity
MinHash,50.0,,,200.0,,0.000011,,0.025585754451733833,,0.8744142455482662
MinHash,100.0,,,400.0,,0.000017,,0.014414245548266202,,0.8744142455482662
MinHash,200.0,,,800.0,,0.000035,,0.029414245548266216,,0.8744142455482662
MinHash,300.0,,,1200.0,,0.000051,,0.005585754451733815,,0.8744142455482662
MinHash,400.0,,,1600.0,,0.000070,,0.0030857544517337576,,0.8744142455482662
MinHash,500.0,,,2000.0,,0.000089,,0.007585754451733817,,0.8744142455482662
MinHash,600.0,,,2400.0,,0.000112,,0.015585754451733824,,0.8744142455482662
MinHash,700.0,,,2800.0,,0.000131,,0.015585754451733824,,0.8744142455482662
MinHash,800.0,,,3200.0,,0.000150,,0.009335754451733846,,0.8744142455482662
MinHash,900.0,,,3600.0,,0.000167,,0.011141310007289351,,0.8744142455482662
MinHash,1000.0,,,4000.0,,0.000189,,0.01058575445173382,,0.8744142455482662
MinHash,1100.0,,,4400.0,,0.000204,,0.012858481724461135,,0.8744142455482662
MinHash,1200.0,,,4800.0,,0.000227,,0.008085754451733762,,0.8744142455482662
MinHash,1300.0,,,5200.0,,0.000243,,0.00635498522096456,,0.8744142455482662
MinHash,1400.0,,,5600.0,,0.000267,,0.004871468737448148,,0.8744142455482662
MinHash,1500.0,,,6000.0,,0.000282,,0.00625242111840052,,0.8744142455482662
MinHash,1600.0,,,6400.0,,0.000304,,0.005585754451733815,,0.8744142455482662
MinHash,1700.0,,,6800.0,,0.000325,,0.00852693092232204,,0.8744142455482662
MinHash,1800.0,,,7200.0,,0.000343,,0.007807976673956052,,0.8744142455482662
MinHash,1900.0,,,7600.0,,0.000363,,0.00926996497804955,,0.8744142455482662
MinHash,2000.0,,,8000.0,,0.000380,,0.009085754451733763,,0.8744142455482662
CountMinSketch,,25.0,2.0,,76.0,,0.000011,,0.0,0.8744142455482662
CountMinSketch,,50.0,2.0,,88.0,,0.000018,,0.0,0.8744142455482662
CountMinSketch,,100.0,2.0,,114.0,,0.000036,,0.0,0.8744142455482662
CountMinSketch,,150.0,2.0,,138.0,,0.000056,,0.0,0.8744142455482662
CountMinSketch,,200.0,2.0,,164.0,,0.000076,,0.0,0.8744142455482662
CountMinSketch,,250.0,2.0,,188.0,,0.000098,,0.0,0.8744142455482662
CountMinSketch,,300.0,2.0,,214.0,,0.000119,,0.0,0.8744142455482662
CountMinSketch,,350.0,2.0,,238.0,,0.000139,,0.0,0.8744142455482662
CountMinSketch,,400.0,2.0,,264.0,,0.000161,,0.0,0.8744142455482662
CountMinSketch,,450.0,2.0,,288.0,,0.000183,,0.0,0.8744142455482662
CountMinSketch,,500.0,2.0,,314.0,,0.000202,,0.0,0.8744142455482662
CountMinSketch,,550.0,2.0,,338.0,,0.000225,,0.0,0.8744142455482662
CountMinSketch,,600.0,2.0,,364.0,,0.000249,,0.0,0.8744142455482662
CountMinSketch,,650.0,2.0,,388.0,,0.000267,,0.0,0.8744142455482662
CountMinSketch,,700.0,2.0,,414.0,,0.000287,,0.0,0.8744142455482662
CountMinSketch,,750.0,2.0,,438.0,,0.000309,,0.0,0.8744142455482662
CountMinSketch,,800.0,2.0,,464.0,,0.000329,,0.0,0.8744142455482662
CountMinSketch,,850.0,2.0,,488.0,,0.000355,,0.0,0.8744142455482662
CountMinSketch,,900.0,2.0,,514.0,,0.000374,,0.0,0.8744142455482662
CountMinSketch,,950.0,2.0,,538.0,,0.000394,,0.0,0.8744142455482662
CountMinSketch,,1000.0,2.0,,564.0,,0.000412,,0.0,0.8744142455482662
