method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.8846153846153846,,0.0554298642533936,2.0,,,706.0,1.1e-05,,25.0
CountMinSketch,0.8846153846153846,,0.0326568345014404,2.0,,,1097.0,2e-05,,50.0
CountMinSketch,0.8846153846153846,,0.0172421146915187,2.0,,,1476.0,3.8e-05,,100.0
CountMinSketch,0.8846153846153846,,0.0167149923247484,2.0,,,1588.0,5.7e-05,,150.0
CountMinSketch,0.8846153846153846,,0.0119840071457434,2.0,,,1652.0,7.7e-05,,200.0
CountMinSketch,0.8846153846153846,,0.0077984084880636,2.0,,,1756.0,9.9e-05,,250.0
CountMinSketch,0.8846153846153846,,0.0083205977245712,2.0,,,1789.0,0.000145,,300.0
CountMinSketch,0.8846153846153846,,0.0057125294105179,2.0,,,1861.0,0.000153,,350.0
CountMinSketch,0.8846153846153846,,0.0036312435156365,2.0,,,1894.0,0.000175,,400.0
CountMinSketch,0.8846153846153846,,0.0036312435156365,2.0,,,1896.0,0.000202,,450.0
CountMinSketch,0.8846153846153846,,0.0051917779190506,2.0,,,1936.0,0.000204,,500.0
CountMinSketch,0.8846153846153846,,0.0015545356485692,2.0,,,1984.0,0.000228,,550.0
CountMinSketch,0.8846153846153846,,0.0062335679755746,2.0,,,1994.0,0.000249,,600.0
CountMinSketch,0.8846153846153846,,0.0015545356485692,2.0,,,2050.0,0.000277,,650.0
CountMinSketch,0.8846153846153846,,0.0020732842515021,2.0,,,2092.0,0.000289,,700.0
CountMinSketch,0.8846153846153846,,0.0010360722290354,2.0,,,2124.0,0.00032,,750.0
CountMinSketch,0.8846153846153846,,0.0015545356485692,2.0,,,2110.0,0.000332,,800.0
CountMinSketch,0.8846153846153846,,0.0005178937577948,2.0,,,2206.0,0.000355,,850.0
CountMinSketch,0.8846153846153846,,0.0025923182731986,2.0,,,2144.0,0.00039,,900.0
CountMinSketch,0.8846153846153846,,0.0020732842515021,2.0,,,2154.0,0.000416,,950.0
CountMinSketch,0.8846153846153846,,0.0031116379492824,2.0,,,2233.0,0.00042,,1000.0
MinHash,0.884615,0.00461538,,,1600.0,1.8e-07,,,50.0,
MinHash,0.884615,0.0353846,,,3200.0,2.04e-07,,,100.0,
MinHash,0.884615,0.0103846,,,6400.0,3.56e-07,,,200.0,
MinHash,0.884615,0.0187179,,,9600.0,6.07e-07,,,300.0,
MinHash,0.884615,0.0303846,,,12800.0,7.28e-07,,,400.0,
MinHash,0.884615,0.0193846,,,16000.0,9.3e-07,,,500.0,
MinHash,0.884615,0.0153846,,,19200.0,1.089e-06,,,600.0,
MinHash,0.884615,0.0153846,,,22400.0,1.274e-06,,,700.0,
MinHash,0.884615,0.0141346,,,25600.0,1.429e-06,,,800.0,
MinHash,0.884615,0.0320513,,,28800.0,1.431e-06,,,900.0,
MinHash,0.884615,0.0103846,,,32000.0,1.728e-06,,,1000.0,
MinHash,0.884615,0.0262937,,,35200.0,1.831e-06,,,1100.0,
MinHash,0.884615,0.0120513,,,38400.0,2.223e-06,,,1200.0,
MinHash,0.884615,0.0176923,,,41600.0,2.212e-06,,,1300.0,
MinHash,0.884615,0.0160989,,,44800.0,2.511e-06,,,1400.0,
MinHash,0.884615,0.00871795,,,48000.0,2.82e-06,,,1500.0,
MinHash,0.884615,0.0135096,,,51200.0,2.914e-06,,,1600.0,
MinHash,0.884615,0.00832579,,,54400.0,3.182e-06,,,1700.0,
MinHash,0.884615,0.0131624,,,57600.0,3.214e-06,,,1800.0,
MinHash,0.884615,0.00275304,,,60800.0,3.678e-06,,,1900.0,
MinHash,0.884615,0.0113846,,,64000.0,3.614e-06,,,2000.0,
