method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,1.0,,0.0,2.0,,,800.0,1e-05,,25.0
CountMinSketch,1.0,,0.0,2.0,,,1586.0,1.8e-05,,50.0
CountMinSketch,1.0,,0.0,2.0,,,2792.0,3.6e-05,,100.0
CountMinSketch,1.0,,0.0,2.0,,,3526.0,5.6e-05,,150.0
CountMinSketch,1.0,,0.0,2.0,,,3866.0,7.6e-05,,200.0
CountMinSketch,1.0,,0.0,2.0,,,4332.0,0.000105,,250.0
CountMinSketch,1.0,,0.0,2.0,,,4498.0,0.000127,,300.0
CountMinSketch,1.0,,0.0,2.0,,,4712.0,0.000163,,350.0
CountMinSketch,1.0,,0.0,2.0,,,4832.0,0.00017,,400.0
CountMinSketch,1.0,,0.0,2.0,,,4936.0,0.000182,,450.0
CountMinSketch,1.0,,0.0,2.0,,,5150.0,0.000215,,500.0
CountMinSketch,1.0,,0.0,2.0,,,5190.0,0.000224,,550.0
CountMinSketch,1.0,,0.0,2.0,,,5262.0,0.000264,,600.0
CountMinSketch,1.0,,0.0,2.0,,,5398.0,0.000268,,650.0
CountMinSketch,1.0,,0.0,2.0,,,5390.0,0.000289,,700.0
CountMinSketch,1.0,,0.0,2.0,,,5464.0,0.000329,,750.0
CountMinSketch,1.0,,0.0,2.0,,,5552.0,0.000343,,800.0
CountMinSketch,1.0,,0.0,2.0,,,5654.0,0.000352,,850.0
CountMinSketch,1.0,,0.0,2.0,,,5570.0,0.000376,,900.0
CountMinSketch,1.0,,0.0,2.0,,,5704.0,0.000396,,950.0
CountMinSketch,1.0,,0.0,2.0,,,5872.0,0.000418,,1000.0
MinHash,1.0,0.0,,,1600.0,1.03e-07,,,50.0,
MinHash,1.0,0.0,,,3200.0,9.1e-08,,,100.0,
MinHash,1.0,0.0,,,6400.0,1.58e-07,,,200.0,
MinHash,1.0,0.0,,,9600.0,2.19e-07,,,300.0,
MinHash,1.0,0.0,,,12800.0,2.81e-07,,,400.0,
MinHash,1.0,0.0,,,16000.0,3.32e-07,,,500.0,
MinHash,1.0,0.0,,,19200.0,4.07e-07,,,600.0,
MinHash,1.0,0.0,,,22400.0,4.76e-07,,,700.0,
MinHash,1.0,0.0,,,25600.0,5.41e-07,,,800.0,
MinHash,1.0,0.0,,,28800.0,6.13e-07,,,900.0,
MinHash,1.0,0.0,,,32000.0,6.69e-07,,,1000.0,
MinHash,1.0,0.0,,,35200.0,7.19e-07,,,1100.0,
MinHash,1.0,0.0,,,38400.0,7.88e-07,,,1200.0,
MinHash,1.0,0.0,,,41600.0,8.48e-07,,,1300.0,
MinHash,1.0,0.0,,,44800.0,9.3e-07,,,1400.0,
MinHash,1.0,0.0,,,48000.0,9.8e-07,,,1500.0,
MinHash,1.0,0.0,,,51200.0,1.033e-06,,,1600.0,
MinHash,1.0,0.0,,,54400.0,1.118e-06,,,1700.0,
MinHash,1.0,0.0,,,57600.0,1.151e-06,,,1800.0,
MinHash,1.0,0.0,,,60800.0,1.259e-06,,,1900.0,
MinHash,1.0,0.0,,,64000.0,1.309e-06,,,2000.0,
