method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.9627085377821394,,0.0009635289827109,2.0,,,257.0,1.1e-05,,25.0
CountMinSketch,0.9627085377821394,,0.0,2.0,,,301.0,1.9e-05,,50.0
CountMinSketch,0.9627085377821394,,0.0,2.0,,,350.0,3.7e-05,,100.0
CountMinSketch,0.9627085377821394,,0.0,2.0,,,398.0,5.6e-05,,150.0
CountMinSketch,0.9627085377821394,,0.0,2.0,,,408.0,7.7e-05,,200.0
CountMinSketch,0.9627085377821394,,0.0,2.0,,,440.0,9.8e-05,,250.0
CountMinSketch,0.9627085377821394,,0.0,2.0,,,474.0,0.00012,,300.0
CountMinSketch,0.9627085377821394,,0.0,2.0,,,498.0,0.000142,,350.0
CountMinSketch,0.9627085377821394,,0.0,2.0,,,524.0,0.000161,,400.0
CountMinSketch,0.9627085377821394,,0.0,2.0,,,556.0,0.000186,,450.0
CountMinSketch,0.9627085377821394,,0.0,2.0,,,574.0,0.000209,,500.0
CountMinSketch,0.9627085377821394,,0.0,2.0,,,606.0,0.000228,,550.0
CountMinSketch,0.9627085377821394,,0.0,2.0,,,624.0,0.000247,,600.0
CountMinSketch,0.9627085377821394,,0.0,2.0,,,656.0,0.00027,,650.0
CountMinSketch,0.9627085377821394,,0.0,2.0,,,674.0,0.000294,,700.0
CountMinSketch,0.9627085377821394,,0.0,2.0,,,706.0,0.000307,,750.0
CountMinSketch,0.9627085377821394,,0.0,2.0,,,724.0,0.000329,,800.0
CountMinSketch,0.9627085377821394,,0.0,2.0,,,756.0,0.000355,,850.0
CountMinSketch,0.9627085377821394,,0.0,2.0,,,782.0,0.000376,,900.0
CountMinSketch,0.9627085377821394,,0.0,2.0,,,806.0,0.000398,,950.0
CountMinSketch,0.9627085377821394,,0.0,2.0,,,832.0,0.000417,,1000.0
MinHash,0.962709,0.00270854,,,1600.0,1.23e-07,,,50.0,
MinHash,0.962709,0.0272915,,,3200.0,1.02e-07,,,100.0,
MinHash,0.962709,0.0222915,,,6400.0,1.85e-07,,,200.0,
MinHash,0.962709,0.0172915,,,9600.0,2.82e-07,,,300.0,
MinHash,0.962709,0.0147915,,,12800.0,3.76e-07,,,400.0,
MinHash,0.962709,0.0192915,,,16000.0,4.36e-07,,,500.0,
MinHash,0.962709,0.0189581,,,19200.0,5.06e-07,,,600.0,
MinHash,0.962709,0.0215772,,,22400.0,5.88e-07,,,700.0,
MinHash,0.962709,0.0172915,,,25600.0,7.1e-07,,,800.0,
MinHash,0.962709,0.0172915,,,28800.0,8.14e-07,,,900.0,
MinHash,0.962709,0.0202915,,,32000.0,8.66e-07,,,1000.0,
MinHash,0.962709,0.0182006,,,35200.0,9.54e-07,,,1100.0,
MinHash,0.962709,0.0106248,,,38400.0,1.118e-06,,,1200.0,
MinHash,0.962709,0.00882992,,,41600.0,1.678e-06,,,1300.0,
MinHash,0.962709,0.0144343,,,44800.0,1.286e-06,,,1400.0,
MinHash,0.962709,0.0139581,,,48000.0,1.404e-06,,,1500.0,
MinHash,0.962709,0.0141665,,,51200.0,1.475e-06,,,1600.0,
MinHash,0.962709,0.0096444,,,54400.0,1.653e-06,,,1700.0,
MinHash,0.962709,0.0161804,,,57600.0,1.662e-06,,,1800.0,
MinHash,0.962709,0.0125546,,,60800.0,1.844e-06,,,1900.0,
MinHash,0.962709,0.0157915,,,64000.0,1.818e-06,,,2000.0,
