method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.8867924528301887,,0.0,2.0,,,76.0,1.1e-05,,25.0
CountMinSketch,0.8867924528301887,,0.0,2.0,,,88.0,1.8e-05,,50.0
CountMinSketch,0.8867924528301887,,0.0,2.0,,,114.0,3.7e-05,,100.0
CountMinSketch,0.8867924528301887,,0.0,2.0,,,138.0,5.5e-05,,150.0
CountMinSketch,0.8867924528301887,,0.0,2.0,,,164.0,7.6e-05,,200.0
CountMinSketch,0.8867924528301887,,0.0,2.0,,,188.0,9.7e-05,,250.0
CountMinSketch,0.8867924528301887,,0.0,2.0,,,214.0,0.000121,,300.0
CountMinSketch,0.8867924528301887,,0.0,2.0,,,238.0,0.00014,,350.0
CountMinSketch,0.8867924528301887,,0.0,2.0,,,264.0,0.000161,,400.0
CountMinSketch,0.8867924528301887,,0.0,2.0,,,288.0,0.000182,,450.0
CountMinSketch,0.8867924528301887,,0.0,2.0,,,314.0,0.000206,,500.0
CountMinSketch,0.8867924528301887,,0.0,2.0,,,338.0,0.000225,,550.0
CountMinSketch,0.8867924528301887,,0.0,2.0,,,364.0,0.000245,,600.0
CountMinSketch,0.8867924528301887,,0.0,2.0,,,388.0,0.000267,,650.0
CountMinSketch,0.8867924528301887,,0.0,2.0,,,414.0,0.000302,,700.0
CountMinSketch,0.8867924528301887,,0.0,2.0,,,438.0,0.00031,,750.0
CountMinSketch,0.8867924528301887,,0.0,2.0,,,464.0,0.000331,,800.0
CountMinSketch,0.8867924528301887,,0.0,2.0,,,488.0,0.000353,,850.0
CountMinSketch,0.8867924528301887,,0.0,2.0,,,514.0,0.000375,,900.0
CountMinSketch,0.8867924528301887,,0.0,2.0,,,538.0,0.000394,,950.0
CountMinSketch,0.8867924528301887,,0.0,2.0,,,564.0,0.000412,,1000.0
MinHash,0.886792,0.0732075,,,1600.0,1e-07,,,50.0,
MinHash,0.886792,0.0432075,,,3200.0,1.72e-07,,,100.0,
MinHash,0.886792,0.0432075,,,6400.0,2.63e-07,,,200.0,
MinHash,0.886792,0.0432075,,,9600.0,4.67e-07,,,300.0,
MinHash,0.886792,0.0557075,,,12800.0,5.4e-07,,,400.0,
MinHash,0.886792,0.0532075,,,16000.0,6.91e-07,,,500.0,
MinHash,0.886792,0.0582075,,,19200.0,7.67e-07,,,600.0,
MinHash,0.886792,0.0589218,,,22400.0,9.15e-07,,,700.0,
MinHash,0.886792,0.0594575,,,25600.0,1.041e-06,,,800.0,
MinHash,0.886792,0.0454298,,,28800.0,1.253e-06,,,900.0,
MinHash,0.886792,0.0502075,,,32000.0,1.355e-06,,,1000.0,
MinHash,0.886792,0.0622985,,,35200.0,1.407e-06,,,1100.0,
MinHash,0.886792,0.0540409,,,38400.0,1.589e-06,,,1200.0,
MinHash,0.886792,0.0532075,,,41600.0,1.644e-06,,,1300.0,
MinHash,0.886792,0.056779,,,44800.0,1.756e-06,,,1400.0,
MinHash,0.886792,0.0558742,,,48000.0,1.933e-06,,,1500.0,
MinHash,0.886792,0.0544575,,,51200.0,2.073e-06,,,1600.0,
MinHash,0.886792,0.0514428,,,54400.0,2.251e-06,,,1700.0,
MinHash,0.886792,0.0465409,,,57600.0,2.482e-06,,,1800.0,
MinHash,0.886792,0.0542602,,,60800.0,2.519e-06,,,1900.0,
MinHash,0.886792,0.0537075,,,64000.0,2.682e-06,,,2000.0,
