method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.5069977426636569,,0.2183888497236676,2.0,,,800.0,1.4e-05,,25.0
CountMinSketch,0.5069977426636569,,0.2125990032562217,2.0,,,1600.0,2.1e-05,,50.0
CountMinSketch,0.5069977426636569,,0.2075080999079306,2.0,,,3200.0,5e-05,,100.0
CountMinSketch,0.5069977426636569,,0.151967819802261,2.0,,,4800.0,6.2e-05,,150.0
CountMinSketch,0.5069977426636569,,0.1993402505063336,2.0,,,6400.0,8e-05,,200.0
CountMinSketch,0.5069977426636569,,0.1469900211742861,2.0,,,8000.0,0.000125,,250.0
CountMinSketch,0.5069977426636569,,0.1417591861547393,2.0,,,9600.0,0.000124,,300.0
CountMinSketch,0.5069977426636569,,0.1354044660125041,2.0,,,11200.0,0.000146,,350.0
CountMinSketch,0.5069977426636569,,0.185866947059524,2.0,,,12800.0,0.000166,,400.0
CountMinSketch,0.5069977426636569,,0.1299789017303846,2.0,,,14400.0,0.000191,,450.0
CountMinSketch,0.5069977426636569,,0.1287199460316401,2.0,,,16000.0,0.00021,,500.0
CountMinSketch,0.5069977426636569,,0.1246444496416853,2.0,,,17600.0,0.000235,,550.0
CountMinSketch,0.5069977426636569,,0.123902612918439,2.0,,,19200.0,0.000255,,600.0
CountMinSketch,0.5069977426636569,,0.1215707818154214,2.0,,,20785.0,0.000277,,650.0
CountMinSketch,0.5069977426636569,,0.1194106865951286,2.0,,,22400.0,0.000299,,700.0
CountMinSketch,0.5069977426636569,,0.119531764645493,2.0,,,24000.0,0.000321,,750.0
CountMinSketch,0.5069977426636569,,0.1659173433362177,2.0,,,25600.0,0.000346,,800.0
CountMinSketch,0.5069977426636569,,0.1147245477856069,2.0,,,27193.0,0.000368,,850.0
CountMinSketch,0.5069977426636569,,0.1122661180587378,2.0,,,28769.0,0.000389,,900.0
CountMinSketch,0.5069977426636569,,0.1569180701305829,2.0,,,30354.0,0.000412,,950.0
CountMinSketch,0.5069977426636569,,0.1087173209670229,2.0,,,31907.0,0.000431,,1000.0
MinHash,0.506998,0.106998,,,1600.0,4.73e-07,,,50.0,
MinHash,0.506998,0.0330023,,,3200.0,6.27e-07,,,100.0,
MinHash,0.506998,0.0580023,,,6400.0,9.85e-07,,,200.0,
MinHash,0.506998,0.0463356,,,9600.0,1.455e-06,,,300.0,
MinHash,0.506998,0.000502257,,,12800.0,1.912e-06,,,400.0,
MinHash,0.506998,0.0470023,,,16000.0,2.321e-06,,,500.0,
MinHash,0.506998,0.0313356,,,19200.0,2.888e-06,,,600.0,
MinHash,0.506998,0.0112835,,,22400.0,3.522e-06,,,700.0,
MinHash,0.506998,0.00300226,,,25600.0,3.918e-06,,,800.0,
MinHash,0.506998,0.0185578,,,28800.0,4.37e-06,,,900.0,
MinHash,0.506998,0.0270023,,,32000.0,4.799e-06,,,1000.0,
MinHash,0.506998,0.00391135,,,35200.0,5.616e-06,,,1100.0,
MinHash,0.506998,0.0280023,,,38400.0,5.773e-06,,,1200.0,
MinHash,0.506998,0.0091561,,,41600.0,6.059e-06,,,1300.0,
MinHash,0.506998,0.0101451,,,44800.0,6.775e-06,,,1400.0,
MinHash,0.506998,0.0303356,,,48000.0,7.36e-06,,,1500.0,
MinHash,0.506998,0.00300226,,,51200.0,7.894e-06,,,1600.0,
MinHash,0.506998,0.0130023,,,54400.0,8.335e-06,,,1700.0,
MinHash,0.506998,0.0252245,,,57600.0,8.727e-06,,,1800.0,
MinHash,0.506998,0.0224759,,,60800.0,8.95e-06,,,1900.0,
MinHash,0.506998,0.0365023,,,64000.0,9.555e-06,,,2000.0,
