method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.5600624024960998,,0.0,2.0,,,155.0,1.1e-05,,25.0
CountMinSketch,0.5600624024960998,,0.0,2.0,,,168.0,1.8e-05,,50.0
CountMinSketch,0.5600624024960998,,0.0,2.0,,,192.0,3.7e-05,,100.0
CountMinSketch,0.5600624024960998,,0.0,2.0,,,218.0,5.6e-05,,150.0
CountMinSketch,0.5600624024960998,,0.0,2.0,,,242.0,7.6e-05,,200.0
CountMinSketch,0.5600624024960998,,0.0,2.0,,,268.0,9.8e-05,,250.0
CountMinSketch,0.5600624024960998,,0.0,2.0,,,292.0,0.00012,,300.0
CountMinSketch,0.5600624024960998,,0.0,2.0,,,318.0,0.00014,,350.0
CountMinSketch,0.5600624024960998,,0.0,2.0,,,342.0,0.000161,,400.0
CountMinSketch,0.5600624024960998,,0.0,2.0,,,368.0,0.000184,,450.0
CountMinSketch,0.5600624024960998,,0.0,2.0,,,392.0,0.000203,,500.0
CountMinSketch,0.5600624024960998,,0.0,2.0,,,418.0,0.000227,,550.0
CountMinSketch,0.5600624024960998,,0.0,2.0,,,442.0,0.000245,,600.0
CountMinSketch,0.5600624024960998,,0.0,2.0,,,468.0,0.000277,,650.0
CountMinSketch,0.5600624024960998,,0.0,2.0,,,492.0,0.000289,,700.0
CountMinSketch,0.5600624024960998,,0.0,2.0,,,518.0,0.000312,,750.0
CountMinSketch,0.5600624024960998,,0.0,2.0,,,542.0,0.000332,,800.0
CountMinSketch,0.5600624024960998,,0.0,2.0,,,568.0,0.000354,,850.0
CountMinSketch,0.5600624024960998,,0.0,2.0,,,592.0,0.000373,,900.0
CountMinSketch,0.5600624024960998,,0.0,2.0,,,618.0,0.0004,,950.0
CountMinSketch,0.5600624024960998,,0.0,2.0,,,642.0,0.000422,,1000.0
MinHash,0.560062,0.119938,,,1600.0,2.19e-07,,,50.0,
MinHash,0.560062,0.0399376,,,3200.0,5.05e-07,,,100.0,
MinHash,0.560062,0.0399376,,,6400.0,1.051e-06,,,200.0,
MinHash,0.560062,0.0532709,,,9600.0,1.341e-06,,,300.0,
MinHash,0.560062,0.0599376,,,12800.0,1.853e-06,,,400.0,
MinHash,0.560062,0.0459376,,,16000.0,2.316e-06,,,500.0,
MinHash,0.560062,0.0616043,,,19200.0,2.49e-06,,,600.0,
MinHash,0.560062,0.0827947,,,22400.0,2.981e-06,,,700.0,
MinHash,0.560062,0.0499376,,,25600.0,3.525e-06,,,800.0,
MinHash,0.560062,0.0677154,,,28800.0,3.787e-06,,,900.0,
MinHash,0.560062,0.0569376,,,32000.0,4.505e-06,,,1000.0,
MinHash,0.560062,0.0681194,,,35200.0,4.789e-06,,,1100.0,
MinHash,0.560062,0.0632709,,,38400.0,5.315e-06,,,1200.0,
MinHash,0.560062,0.0576299,,,41600.0,6.043e-06,,,1300.0,
MinHash,0.560062,0.0442233,,,44800.0,6.644e-06,,,1400.0,
MinHash,0.560062,0.0532709,,,48000.0,6.767e-06,,,1500.0,
MinHash,0.560062,0.0643126,,,51200.0,7.144e-06,,,1600.0,
MinHash,0.560062,0.0369964,,,54400.0,8.052e-06,,,1700.0,
MinHash,0.560062,0.049382,,,57600.0,8.049e-06,,,1800.0,
MinHash,0.560062,0.0530955,,,60800.0,8.492e-06,,,1900.0,
MinHash,0.560062,0.0584376,,,64000.0,8.736e-06,,,2000.0,
