method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.5455950540958269,,0.0,2.0,,,202.0,1.1e-05,,25.0
CountMinSketch,0.5455950540958269,,0.0,2.0,,,215.0,1.9e-05,,50.0
CountMinSketch,0.5455950540958269,,0.0,2.0,,,256.0,3.6e-05,,100.0
CountMinSketch,0.5455950540958269,,0.0,2.0,,,280.0,5.6e-05,,150.0
CountMinSketch,0.5455950540958269,,0.0,2.0,,,306.0,7.6e-05,,200.0
CountMinSketch,0.5455950540958269,,0.0,2.0,,,330.0,9.8e-05,,250.0
CountMinSketch,0.5455950540958269,,0.0,2.0,,,356.0,0.000119,,300.0
CountMinSketch,0.5455950540958269,,0.0,2.0,,,380.0,0.000141,,350.0
CountMinSketch,0.5455950540958269,,0.0,2.0,,,406.0,0.000162,,400.0
CountMinSketch,0.5455950540958269,,0.0,2.0,,,430.0,0.000186,,450.0
CountMinSketch,0.5455950540958269,,0.0,2.0,,,456.0,0.000218,,500.0
CountMinSketch,0.5455950540958269,,0.0,2.0,,,480.0,0.000225,,550.0
CountMinSketch,0.5455950540958269,,0.0,2.0,,,506.0,0.000247,,600.0
CountMinSketch,0.5455950540958269,,0.0,2.0,,,530.0,0.00027,,650.0
CountMinSketch,0.5455950540958269,,0.0,2.0,,,556.0,0.00029,,700.0
CountMinSketch,0.5455950540958269,,0.0,2.0,,,580.0,0.000314,,750.0
CountMinSketch,0.5455950540958269,,0.0,2.0,,,606.0,0.000331,,800.0
CountMinSketch,0.5455950540958269,,0.0,2.0,,,630.0,0.000356,,850.0
CountMinSketch,0.5455950540958269,,0.0,2.0,,,656.0,0.000388,,900.0
CountMinSketch,0.5455950540958269,,0.0,2.0,,,680.0,0.000394,,950.0
CountMinSketch,0.5455950540958269,,0.0,2.0,,,706.0,0.000425,,1000.0
MinHash,0.545595,0.0544049,,,1600.0,2.68e-07,,,50.0,
MinHash,0.545595,0.0844049,,,3200.0,5.09e-07,,,100.0,
MinHash,0.545595,0.104405,,,6400.0,9.74e-07,,,200.0,
MinHash,0.545595,0.0677383,,,9600.0,1.43e-06,,,300.0,
MinHash,0.545595,0.0719049,,,12800.0,1.924e-06,,,400.0,
MinHash,0.545595,0.0724049,,,16000.0,2.321e-06,,,500.0,
MinHash,0.545595,0.0760716,,,19200.0,2.757e-06,,,600.0,
MinHash,0.545595,0.0586907,,,22400.0,3.134e-06,,,700.0,
MinHash,0.545595,0.0569049,,,25600.0,3.613e-06,,,800.0,
MinHash,0.545595,0.0377383,,,28800.0,4.316e-06,,,900.0,
MinHash,0.545595,0.0824049,,,32000.0,4.534e-06,,,1000.0,
MinHash,0.545595,0.0434959,,,35200.0,5.081e-06,,,1100.0,
MinHash,0.545595,0.0519049,,,38400.0,5.532e-06,,,1200.0,
MinHash,0.545595,0.0690203,,,41600.0,5.993e-06,,,1300.0,
MinHash,0.545595,0.0501192,,,44800.0,6.225e-06,,,1400.0,
MinHash,0.545595,0.0604049,,,48000.0,6.743e-06,,,1500.0,
MinHash,0.545595,0.0512799,,,51200.0,7.284e-06,,,1600.0,
MinHash,0.545595,0.0561697,,,54400.0,7.867e-06,,,1700.0,
MinHash,0.545595,0.0632938,,,57600.0,8.449e-06,,,1800.0,
MinHash,0.545595,0.0512471,,,60800.0,8.842e-06,,,1900.0,
MinHash,0.545595,0.0619049,,,64000.0,9.087e-06,,,2000.0,
