method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,1.0,,0.0,2.0,,,76.0,1e-05,,25.0
CountMinSketch,1.0,,0.0,2.0,,,88.0,1.8e-05,,50.0
CountMinSketch,1.0,,0.0,2.0,,,114.0,3.7e-05,,100.0
CountMinSketch,1.0,,0.0,2.0,,,138.0,5.6e-05,,150.0
CountMinSketch,1.0,,0.0,2.0,,,164.0,9.3e-05,,200.0
CountMinSketch,1.0,,0.0,2.0,,,188.0,0.000114,,250.0
CountMinSketch,1.0,,0.0,2.0,,,214.0,0.000119,,300.0
CountMinSketch,1.0,,0.0,2.0,,,238.0,0.000142,,350.0
CountMinSketch,1.0,,0.0,2.0,,,264.0,0.000164,,400.0
CountMinSketch,1.0,,0.0,2.0,,,288.0,0.000186,,450.0
CountMinSketch,1.0,,0.0,2.0,,,314.0,0.000203,,500.0
CountMinSketch,1.0,,0.0,2.0,,,338.0,0.000226,,550.0
CountMinSketch,1.0,,0.0,2.0,,,364.0,0.000257,,600.0
CountMinSketch,1.0,,0.0,2.0,,,388.0,0.00027,,650.0
CountMinSketch,1.0,,0.0,2.0,,,414.0,0.00029,,700.0
CountMinSketch,1.0,,0.0,2.0,,,438.0,0.00031,,750.0
CountMinSketch,1.0,,0.0,2.0,,,464.0,0.000329,,800.0
CountMinSketch,1.0,,0.0,2.0,,,488.0,0.000353,,850.0
CountMinSketch,1.0,,0.0,2.0,,,514.0,0.000377,,900.0
CountMinSketch,1.0,,0.0,2.0,,,538.0,0.000394,,950.0
CountMinSketch,1.0,,0.0,2.0,,,564.0,0.000418,,1000.0
MinHash,1.0,0.0,,,1600.0,6.7e-08,,,50.0,
MinHash,1.0,0.0,,,3200.0,1.13e-07,,,100.0,
MinHash,1.0,0.0,,,6400.0,1.65e-07,,,200.0,
MinHash,1.0,0.0,,,9600.0,2.32e-07,,,300.0,
MinHash,1.0,0.0,,,12800.0,3.01e-07,,,400.0,
MinHash,1.0,0.0,,,16000.0,3.46e-07,,,500.0,
MinHash,1.0,0.0,,,19200.0,4.17e-07,,,600.0,
MinHash,1.0,0.0,,,22400.0,4.8e-07,,,700.0,
MinHash,1.0,0.0,,,25600.0,5.65e-07,,,800.0,
MinHash,1.0,0.0,,,28800.0,6.01e-07,,,900.0,
MinHash,1.0,0.0,,,32000.0,6.5e-07,,,1000.0,
MinHash,1.0,0.0,,,35200.0,7.31e-07,,,1100.0,
MinHash,1.0,0.0,,,38400.0,7.88e-07,,,1200.0,
MinHash,1.0,0.0,,,41600.0,8.75e-07,,,1300.0,
MinHash,1.0,0.0,,,44800.0,9.13e-07,,,1400.0,
MinHash,1.0,0.0,,,48000.0,9.95e-07,,,1500.0,
MinHash,1.0,0.0,,,51200.0,1.023e-06,,,1600.0,
MinHash,1.0,0.0,,,54400.0,1.129e-06,,,1700.0,
MinHash,1.0,0.0,,,57600.0,1.175e-06,,,1800.0,
MinHash,1.0,0.0,,,60800.0,1.228e-06,,,1900.0,
MinHash,1.0,0.0,,,64000.0,1.275e-06,,,2000.0,
