method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.882661996497373,,0.0718834580480816,2.0,,,800.0,1.1e-05,,25.0
CountMinSketch,0.882661996497373,,0.0438613009936664,2.0,,,1538.0,1.9e-05,,50.0
CountMinSketch,0.882661996497373,,0.0267518578543144,2.0,,,2712.0,3.6e-05,,100.0
CountMinSketch,0.882661996497373,,0.0216781275061699,2.0,,,3360.0,5.6e-05,,150.0
CountMinSketch,0.882661996497373,,0.01831059413039,2.0,,,3708.0,7.7e-05,,200.0
CountMinSketch,0.882661996497373,,0.0116111312559309,2.0,,,4276.0,9.9e-05,,250.0
CountMinSketch,0.882661996497373,,0.0082790765017475,2.0,,,4537.0,0.000119,,300.0
CountMinSketch,0.882661996497373,,0.0082790765017475,2.0,,,4791.0,0.000143,,350.0
CountMinSketch,0.882661996497373,,0.0066174411124688,2.0,,,4682.0,0.000162,,400.0
CountMinSketch,0.882661996497373,,0.0132815661128562,2.0,,,5030.0,0.000183,,450.0
CountMinSketch,0.882661996497373,,0.0016500105140205,2.0,,,5157.0,0.000207,,500.0
CountMinSketch,0.882661996497373,,0.00495872343239,2.0,,,5111.0,0.000225,,550.0
CountMinSketch,0.882661996497373,,0.0082790765017475,2.0,,,5222.0,0.000248,,600.0
CountMinSketch,0.882661996497373,,0.0,2.0,,,5468.0,0.00027,,650.0
CountMinSketch,0.882661996497373,,0.00495872343239,2.0,,,5415.0,0.000292,,700.0
CountMinSketch,0.882661996497373,,0.00495872343239,2.0,,,5448.0,0.000314,,750.0
CountMinSketch,0.882661996497373,,0.0033029157833287,2.0,,,5449.0,0.000335,,800.0
CountMinSketch,0.882661996497373,,0.0033029157833287,2.0,,,5608.0,0.000352,,850.0
CountMinSketch,0.882661996497373,,0.0033029157833287,2.0,,,5704.0,0.000374,,900.0
CountMinSketch,0.882661996497373,,0.0033029157833287,2.0,,,5720.0,0.000402,,950.0
CountMinSketch,0.882661996497373,,0.0,2.0,,,5746.0,0.000422,,1000.0
MinHash,0.882662,0.082662,,,1600.0,2.38e-07,,,50.0,
MinHash,0.882662,0.032662,,,3200.0,2.26e-07,,,100.0,
MinHash,0.882662,0.032662,,,6400.0,4.77e-07,,,200.0,
MinHash,0.882662,0.0259953,,,9600.0,6.81e-07,,,300.0,
MinHash,0.882662,0.002338,,,12800.0,8.2e-07,,,400.0,
MinHash,0.882662,0.014662,,,16000.0,9.78e-07,,,500.0,
MinHash,0.882662,0.012662,,,19200.0,1.265e-06,,,600.0,
MinHash,0.882662,0.00694771,,,22400.0,1.38e-06,,,700.0,
MinHash,0.882662,0.002338,,,25600.0,1.413e-06,,,800.0,
MinHash,0.882662,0.017338,,,28800.0,1.558e-06,,,900.0,
MinHash,0.882662,0.006662,,,32000.0,1.963e-06,,,1000.0,
MinHash,0.882662,6.52762e-05,,,35200.0,2.231e-06,,,1100.0,
MinHash,0.882662,0.0115047,,,38400.0,2.143e-06,,,1200.0,
MinHash,0.882662,0.00727738,,,41600.0,2.634e-06,,,1300.0,
MinHash,0.882662,0.000195146,,,44800.0,2.705e-06,,,1400.0,
MinHash,0.882662,0.003338,,,48000.0,2.822e-06,,,1500.0,
MinHash,0.882662,0.016713,,,51200.0,2.907e-06,,,1600.0,
MinHash,0.882662,0.0120439,,,54400.0,3.026e-06,,,1700.0,
MinHash,0.882662,0.00122689,,,57600.0,3.529e-06,,,1800.0,
MinHash,0.882662,0.00470642,,,60800.0,3.517e-06,,,1900.0,
MinHash,0.882662,0.001162,,,64000.0,3.945e-06,,,2000.0,
