method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.6489208633093525,,0.2246486189794758,2.0,,,800.0,1.1e-05,,25.0
CountMinSketch,0.6489208633093525,,0.187617598229109,2.0,,,1593.0,2e-05,,50.0
CountMinSketch,0.6489208633093525,,0.1384459159991996,2.0,,,3020.0,3.8e-05,,100.0
CountMinSketch,0.6489208633093525,,0.0998075191931907,2.0,,,4092.0,5.8e-05,,150.0
CountMinSketch,0.6489208633093525,,0.0887591973426565,2.0,,,4661.0,8.4e-05,,200.0
CountMinSketch,0.6489208633093525,,0.0705089941550135,2.0,,,5206.0,0.000101,,250.0
CountMinSketch,0.6489208633093525,,0.0513758725956919,2.0,,,5781.0,0.000123,,300.0
CountMinSketch,0.6489208633093525,,0.0534807212412788,2.0,,,6012.0,0.000145,,350.0
CountMinSketch,0.6489208633093525,,0.0476002321754736,2.0,,,6257.0,0.000185,,400.0
CountMinSketch,0.6489208633093525,,0.0371997840668122,2.0,,,6612.0,0.000188,,450.0
CountMinSketch,0.6489208633093525,,0.0413446234163111,2.0,,,6582.0,0.000219,,500.0
CountMinSketch,0.6489208633093525,,0.0413446234163111,2.0,,,6725.0,0.000229,,550.0
CountMinSketch,0.6489208633093525,,0.0277433649276628,2.0,,,7136.0,0.00025,,600.0
CountMinSketch,0.6489208633093525,,0.0297900741906474,2.0,,,7287.0,0.000285,,650.0
CountMinSketch,0.6489208633093525,,0.0343104708399742,2.0,,,7225.0,0.000293,,700.0
CountMinSketch,0.6489208633093525,,0.0179882275997383,2.0,,,7408.0,0.000314,,750.0
CountMinSketch,0.6489208633093525,,0.0261095873605622,2.0,,,7425.0,0.000338,,800.0
CountMinSketch,0.6489208633093525,,0.0334867706519883,2.0,,,7553.0,0.000355,,850.0
CountMinSketch,0.6489208633093525,,0.0183924247604826,2.0,,,7680.0,0.000376,,900.0
CountMinSketch,0.6489208633093525,,0.0179882275997383,2.0,,,7847.0,0.000401,,950.0
CountMinSketch,0.6489208633093525,,0.0236648822513383,2.0,,,7777.0,0.000432,,1000.0
MinHash,0.648921,0.00892086,,,1600.0,2.68e-07,,,50.0,
MinHash,0.648921,0.0389209,,,3200.0,5.35e-07,,,100.0,
MinHash,0.648921,0.00107914,,,6400.0,9.4e-07,,,200.0,
MinHash,0.648921,0.0077458,,,9600.0,1.404e-06,,,300.0,
MinHash,0.648921,0.00642086,,,12800.0,1.725e-06,,,400.0,
MinHash,0.648921,0.000920863,,,16000.0,2.004e-06,,,500.0,
MinHash,0.648921,0.0110791,,,19200.0,2.472e-06,,,600.0,
MinHash,0.648921,0.00177801,,,22400.0,3.024e-06,,,700.0,
MinHash,0.648921,0.00142086,,,25600.0,3.68e-06,,,800.0,
MinHash,0.648921,0.00107914,,,28800.0,3.771e-06,,,900.0,
MinHash,0.648921,0.0130791,,,32000.0,4.202e-06,,,1000.0,
MinHash,0.648921,0.00107914,,,35200.0,4.694e-06,,,1100.0,
MinHash,0.648921,0.0077458,,,38400.0,5.118e-06,,,1200.0,
MinHash,0.648921,0.00492529,,,41600.0,5.534e-06,,,1300.0,
MinHash,0.648921,0.011778,,,44800.0,5.924e-06,,,1400.0,
MinHash,0.648921,0.0017458,,,48000.0,6.387e-06,,,1500.0,
MinHash,0.648921,0.00857914,,,51200.0,6.474e-06,,,1600.0,
MinHash,0.648921,0.0106856,,,54400.0,7.412e-06,,,1700.0,
MinHash,0.648921,0.0233014,,,57600.0,7.482e-06,,,1800.0,
MinHash,0.648921,0.0105528,,,60800.0,7.761e-06,,,1900.0,
MinHash,0.648921,0.00542086,,,64000.0,8.489e-06,,,2000.0,
