method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.5714285714285714,,0.0,2.0,,,170.0,1e-05,,25.0
CountMinSketch,0.5714285714285714,,0.0,2.0,,,184.0,1.9e-05,,50.0
CountMinSketch,0.5714285714285714,,0.0,2.0,,,208.0,3.6e-05,,100.0
CountMinSketch,0.5714285714285714,,0.0,2.0,,,234.0,7.1e-05,,150.0
CountMinSketch,0.5714285714285714,,0.0,2.0,,,258.0,8.2e-05,,200.0
CountMinSketch,0.5714285714285714,,0.0,2.0,,,284.0,9.8e-05,,250.0
CountMinSketch,0.5714285714285714,,0.0,2.0,,,308.0,0.000118,,300.0
CountMinSketch,0.5714285714285714,,0.0,2.0,,,334.0,0.000155,,350.0
CountMinSketch,0.5714285714285714,,0.0,2.0,,,358.0,0.00016,,400.0
CountMinSketch,0.5714285714285714,,0.0,2.0,,,384.0,0.000183,,450.0
CountMinSketch,0.5714285714285714,,0.0,2.0,,,408.0,0.000205,,500.0
CountMinSketch,0.5714285714285714,,0.0,2.0,,,434.0,0.000227,,550.0
CountMinSketch,0.5714285714285714,,0.0,2.0,,,458.0,0.000247,,600.0
CountMinSketch,0.5714285714285714,,0.0,2.0,,,484.0,0.000268,,650.0
CountMinSketch,0.5714285714285714,,0.0,2.0,,,508.0,0.000302,,700.0
CountMinSketch,0.5714285714285714,,0.0,2.0,,,534.0,0.000322,,750.0
CountMinSketch,0.5714285714285714,,0.0,2.0,,,558.0,0.000348,,800.0
CountMinSketch,0.5714285714285714,,0.0,2.0,,,584.0,0.000353,,850.0
CountMinSketch,0.5714285714285714,,0.0,2.0,,,608.0,0.000372,,900.0
CountMinSketch,0.5714285714285714,,0.0,2.0,,,634.0,0.000393,,950.0
CountMinSketch,0.5714285714285714,,0.0,2.0,,,658.0,0.000432,,1000.0
MinHash,0.571429,0.0114286,,,1600.0,2.63e-07,,,50.0,
MinHash,0.571429,0.0185714,,,3200.0,5.43e-07,,,100.0,
MinHash,0.571429,0.00357143,,,6400.0,1.006e-06,,,200.0,
MinHash,0.571429,0.0552381,,,9600.0,1.361e-06,,,300.0,
MinHash,0.571429,0.0335714,,,12800.0,1.906e-06,,,400.0,
MinHash,0.571429,0.0325714,,,16000.0,2.35e-06,,,500.0,
MinHash,0.571429,0.0419048,,,19200.0,2.759e-06,,,600.0,
MinHash,0.571429,0.0142857,,,22400.0,3.259e-06,,,700.0,
MinHash,0.571429,0.0260714,,,25600.0,3.712e-06,,,800.0,
MinHash,0.571429,0.0185714,,,28800.0,4.373e-06,,,900.0,
MinHash,0.571429,0.0175714,,,32000.0,4.814e-06,,,1000.0,
MinHash,0.571429,0.0149351,,,35200.0,5.337e-06,,,1100.0,
MinHash,0.571429,0.0102381,,,38400.0,5.676e-06,,,1200.0,
MinHash,0.571429,0.0224176,,,41600.0,6.127e-06,,,1300.0,
MinHash,0.571429,0.0364286,,,44800.0,6.477e-06,,,1400.0,
MinHash,0.571429,0.0245714,,,48000.0,6.88e-06,,,1500.0,
MinHash,0.571429,0.0235714,,,51200.0,7.242e-06,,,1600.0,
MinHash,0.571429,0.0338655,,,54400.0,7.889e-06,,,1700.0,
MinHash,0.571429,0.0213492,,,57600.0,8.326e-06,,,1800.0,
MinHash,0.571429,0.0264662,,,60800.0,8.896e-06,,,1900.0,
MinHash,0.571429,0.0240714,,,64000.0,9.38e-06,,,2000.0,
