method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.6006006006006006,,0.0,2.0,,,60.0,1e-05,,25.0
CountMinSketch,0.6006006006006006,,0.0,2.0,,,73.0,2.2e-05,,50.0
CountMinSketch,0.6006006006006006,,0.0,2.0,,,98.0,3.6e-05,,100.0
CountMinSketch,0.6006006006006006,,0.0,2.0,,,123.0,5.5e-05,,150.0
CountMinSketch,0.6006006006006006,,0.0,2.0,,,148.0,7.6e-05,,200.0
CountMinSketch,0.6006006006006006,,0.0,2.0,,,173.0,9.7e-05,,250.0
CountMinSketch,0.6006006006006006,,0.0,2.0,,,198.0,0.000118,,300.0
CountMinSketch,0.6006006006006006,,0.0,2.0,,,223.0,0.000143,,350.0
CountMinSketch,0.6006006006006006,,0.0,2.0,,,248.0,0.000161,,400.0
CountMinSketch,0.6006006006006006,,0.0,2.0,,,273.0,0.000184,,450.0
CountMinSketch,0.6006006006006006,,0.0,2.0,,,298.0,0.000203,,500.0
CountMinSketch,0.6006006006006006,,0.0,2.0,,,323.0,0.000226,,550.0
CountMinSketch,0.6006006006006006,,0.0,2.0,,,348.0,0.000249,,600.0
CountMinSketch,0.6006006006006006,,0.0,2.0,,,373.0,0.000268,,650.0
CountMinSketch,0.6006006006006006,,0.0,2.0,,,398.0,0.000289,,700.0
CountMinSketch,0.6006006006006006,,0.0,2.0,,,423.0,0.000314,,750.0
CountMinSketch,0.6006006006006006,,0.0,2.0,,,448.0,0.000332,,800.0
CountMinSketch,0.6006006006006006,,0.0,2.0,,,473.0,0.000357,,850.0
CountMinSketch,0.6006006006006006,,0.0,2.0,,,498.0,0.000375,,900.0
CountMinSketch,0.6006006006006006,,0.0,2.0,,,523.0,0.000397,,950.0
CountMinSketch,0.6006006006006006,,0.0,2.0,,,548.0,0.000418,,1000.0
MinHash,0.600601,0.399399,,,1600.0,6.6e-08,,,50.0,
MinHash,0.600601,0.399399,,,3200.0,8.9e-08,,,100.0,
MinHash,0.600601,0.399399,,,6400.0,1.55e-07,,,200.0,
MinHash,0.600601,0.396066,,,9600.0,2.25e-07,,,300.0,
MinHash,0.600601,0.399399,,,12800.0,2.9e-07,,,400.0,
MinHash,0.600601,0.399399,,,16000.0,3.5e-07,,,500.0,
MinHash,0.600601,0.399399,,,19200.0,4.1e-07,,,600.0,
MinHash,0.600601,0.397971,,,22400.0,4.82e-07,,,700.0,
MinHash,0.600601,0.399399,,,25600.0,5.37e-07,,,800.0,
MinHash,0.600601,0.398288,,,28800.0,6.32e-07,,,900.0,
MinHash,0.600601,0.399399,,,32000.0,6.62e-07,,,1000.0,
MinHash,0.600601,0.399399,,,35200.0,7.09e-07,,,1100.0,
MinHash,0.600601,0.399399,,,38400.0,7.95e-07,,,1200.0,
MinHash,0.600601,0.39863,,,41600.0,8.7e-07,,,1300.0,
MinHash,0.600601,0.398685,,,44800.0,9.39e-07,,,1400.0,
MinHash,0.600601,0.398733,,,48000.0,9.9e-07,,,1500.0,
MinHash,0.600601,0.398774,,,51200.0,1.055e-06,,,1600.0,
MinHash,0.600601,0.398811,,,54400.0,1.135e-06,,,1700.0,
MinHash,0.600601,0.398288,,,57600.0,1.221e-06,,,1800.0,
MinHash,0.600601,0.398873,,,60800.0,1.246e-06,,,1900.0,
MinHash,0.600601,0.398399,,,64000.0,1.325e-06,,,2000.0,
