method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.8744142455482662,,0.0,2.0,,,76.0,1.1e-05,,25.0
CountMinSketch,0.8744142455482662,,0.0,2.0,,,88.0,1.8e-05,,50.0
CountMinSketch,0.8744142455482662,,0.0,2.0,,,114.0,3.7e-05,,100.0
CountMinSketch,0.8744142455482662,,0.0,2.0,,,138.0,5.6e-05,,150.0
CountMinSketch,0.8744142455482662,,0.0,2.0,,,164.0,7.7e-05,,200.0
CountMinSketch,0.8744142455482662,,0.0,2.0,,,188.0,9.9e-05,,250.0
CountMinSketch,0.8744142455482662,,0.0,2.0,,,214.0,0.000122,,300.0
CountMinSketch,0.8744142455482662,,0.0,2.0,,,238.0,0.00014,,350.0
CountMinSketch,0.8744142455482662,,0.0,2.0,,,264.0,0.000161,,400.0
CountMinSketch,0.8744142455482662,,0.0,2.0,,,288.0,0.000183,,450.0
CountMinSketch,0.8744142455482662,,0.0,2.0,,,314.0,0.000218,,500.0
CountMinSketch,0.8744142455482662,,0.0,2.0,,,338.0,0.000226,,550.0
CountMinSketch,0.8744142455482662,,0.0,2.0,,,364.0,0.000254,,600.0
CountMinSketch,0.8744142455482662,,0.0,2.0,,,388.0,0.000268,,650.0
CountMinSketch,0.8744142455482662,,0.0,2.0,,,414.0,0.000306,,700.0
CountMinSketch,0.8744142455482662,,0.0,2.0,,,438.0,0.00031,,750.0
CountMinSketch,0.8744142455482662,,0.0,2.0,,,464.0,0.000333,,800.0
CountMinSketch,0.8744142455482662,,0.0,2.0,,,488.0,0.000352,,850.0
CountMinSketch,0.8744142455482662,,0.0,2.0,,,514.0,0.00038,,900.0
CountMinSketch,0.8744142455482662,,0.0,2.0,,,538.0,0.000411,,950.0
CountMinSketch,0.8744142455482662,,0.0,2.0,,,564.0,0.000432,,1000.0
MinHash,0.874414,0.0855858,,,1600.0,8.6e-08,,,50.0,
MinHash,0.874414,0.0755858,,,3200.0,1.8e-07,,,100.0,
MinHash,0.874414,0.0605858,,,6400.0,3.29e-07,,,200.0,
MinHash,0.874414,0.0655858,,,9600.0,3.84e-07,,,300.0,
MinHash,0.874414,0.0630858,,,12800.0,5.34e-07,,,400.0,
MinHash,0.874414,0.0595858,,,16000.0,6.68e-07,,,500.0,
MinHash,0.874414,0.0639191,,,19200.0,8.28e-07,,,600.0,
MinHash,0.874414,0.0584429,,,22400.0,9.27e-07,,,700.0,
MinHash,0.874414,0.0730858,,,25600.0,1.012e-06,,,800.0,
MinHash,0.874414,0.067808,,,28800.0,1.181e-06,,,900.0,
MinHash,0.874414,0.0555858,,,32000.0,1.425e-06,,,1000.0,
MinHash,0.874414,0.0610403,,,35200.0,1.537e-06,,,1100.0,
MinHash,0.874414,0.0530858,,,38400.0,1.751e-06,,,1200.0,
MinHash,0.874414,0.0609704,,,41600.0,1.845e-06,,,1300.0,
MinHash,0.874414,0.0655858,,,44800.0,1.804e-06,,,1400.0,
MinHash,0.874414,0.0669191,,,48000.0,1.959e-06,,,1500.0,
MinHash,0.874414,0.0580858,,,51200.0,2.286e-06,,,1600.0,
MinHash,0.874414,0.0602916,,,54400.0,2.256e-06,,,1700.0,
MinHash,0.874414,0.0561413,,,57600.0,2.754e-06,,,1800.0,
MinHash,0.874414,0.0613752,,,60800.0,2.621e-06,,,1900.0,
MinHash,0.874414,0.0595858,,,64000.0,2.736e-06,,,2000.0,
