method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.94314381270903,,0.0021686872909698,2.0,,,257.0,1.2e-05,,25.0
CountMinSketch,0.94314381270903,,0.0021686872909698,2.0,,,325.0,1.9e-05,,50.0
CountMinSketch,0.94314381270903,,0.0010837388804846,2.0,,,374.0,3.8e-05,,100.0
CountMinSketch,0.94314381270903,,0.0010837388804846,2.0,,,414.0,5.7e-05,,150.0
CountMinSketch,0.94314381270903,,0.0,2.0,,,447.0,7.7e-05,,200.0
CountMinSketch,0.94314381270903,,0.0,2.0,,,464.0,9.8e-05,,250.0
CountMinSketch,0.94314381270903,,0.0,2.0,,,497.0,0.000118,,300.0
CountMinSketch,0.94314381270903,,0.0010837388804846,2.0,,,506.0,0.000142,,350.0
CountMinSketch,0.94314381270903,,0.0,2.0,,,547.0,0.000161,,400.0
CountMinSketch,0.94314381270903,,0.0010837388804846,2.0,,,564.0,0.000184,,450.0
CountMinSketch,0.94314381270903,,0.0,2.0,,,597.0,0.000205,,500.0
CountMinSketch,0.94314381270903,,0.0010837388804846,2.0,,,614.0,0.000227,,550.0
CountMinSketch,0.94314381270903,,0.0,2.0,,,647.0,0.00026,,600.0
CountMinSketch,0.94314381270903,,0.0,2.0,,,664.0,0.000269,,650.0
CountMinSketch,0.94314381270903,,0.0,2.0,,,697.0,0.000289,,700.0
CountMinSketch,0.94314381270903,,0.0,2.0,,,722.0,0.000313,,750.0
CountMinSketch,0.94314381270903,,0.0,2.0,,,747.0,0.000338,,800.0
CountMinSketch,0.94314381270903,,0.0,2.0,,,772.0,0.00035,,850.0
CountMinSketch,0.94314381270903,,0.0,2.0,,,797.0,0.000373,,900.0
CountMinSketch,0.94314381270903,,0.0,2.0,,,822.0,0.000396,,950.0
CountMinSketch,0.94314381270903,,0.0,2.0,,,847.0,0.000422,,1000.0
MinHash,0.943144,0.0568562,,,1600.0,8.7e-08,,,50.0,
MinHash,0.943144,0.0368562,,,3200.0,1.5e-07,,,100.0,
MinHash,0.943144,0.0418562,,,6400.0,1.83e-07,,,200.0,
MinHash,0.943144,0.0435229,,,9600.0,2.76e-07,,,300.0,
MinHash,0.943144,0.0368562,,,12800.0,3.62e-07,,,400.0,
MinHash,0.943144,0.0308562,,,16000.0,4.6e-07,,,500.0,
MinHash,0.943144,0.0285229,,,19200.0,6.03e-07,,,600.0,
MinHash,0.943144,0.0254276,,,22400.0,7.29e-07,,,700.0,
MinHash,0.943144,0.0331062,,,25600.0,7.34e-07,,,800.0,
MinHash,0.943144,0.0335229,,,28800.0,8.22e-07,,,900.0,
MinHash,0.943144,0.0288562,,,32000.0,9.43e-07,,,1000.0,
MinHash,0.943144,0.0304926,,,35200.0,1.083e-06,,,1100.0,
MinHash,0.943144,0.0301895,,,38400.0,1.118e-06,,,1200.0,
MinHash,0.943144,0.0299331,,,41600.0,1.228e-06,,,1300.0,
MinHash,0.943144,0.0211419,,,44800.0,1.428e-06,,,1400.0,
MinHash,0.943144,0.0315229,,,48000.0,1.416e-06,,,1500.0,
MinHash,0.943144,0.0293562,,,51200.0,1.563e-06,,,1600.0,
MinHash,0.943144,0.0221503,,,54400.0,1.739e-06,,,1700.0,
MinHash,0.943144,0.0301895,,,57600.0,1.713e-06,,,1800.0,
MinHash,0.943144,0.0289615,,,60800.0,1.842e-06,,,1900.0,
MinHash,0.943144,0.0233562,,,64000.0,2.078e-06,,,2000.0,
