method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.6958368734069669,,0.0934952646477171,2.0,,,100.0,1.2e-05,,25.0
CountMinSketch,0.6958368734069669,,0.0934952646477171,2.0,,,112.0,2e-05,,50.0
CountMinSketch,0.6958368734069669,,0.0086891727074652,2.0,,,145.0,3.8e-05,,100.0
CountMinSketch,0.6958368734069669,,0.0,2.0,,,170.0,5.6e-05,,150.0
CountMinSketch,0.6958368734069669,,0.0,2.0,,,195.0,7.7e-05,,200.0
CountMinSketch,0.6958368734069669,,0.0839223775961539,2.0,,,212.0,9.8e-05,,250.0
CountMinSketch,0.6958368734069669,,0.0,2.0,,,245.0,0.000122,,300.0
CountMinSketch,0.6958368734069669,,0.0,2.0,,,270.0,0.000142,,350.0
CountMinSketch,0.6958368734069669,,0.0,2.0,,,295.0,0.000162,,400.0
CountMinSketch,0.6958368734069669,,0.0,2.0,,,320.0,0.000185,,450.0
CountMinSketch,0.6958368734069669,,0.0,2.0,,,345.0,0.000203,,500.0
CountMinSketch,0.6958368734069669,,0.0,2.0,,,370.0,0.000226,,550.0
CountMinSketch,0.6958368734069669,,0.0,2.0,,,395.0,0.000249,,600.0
CountMinSketch,0.6958368734069669,,0.0,2.0,,,420.0,0.000268,,650.0
CountMinSketch,0.6958368734069669,,0.0,2.0,,,445.0,0.000306,,700.0
CountMinSketch,0.6958368734069669,,0.0,2.0,,,470.0,0.000311,,750.0
CountMinSketch,0.6958368734069669,,0.0,2.0,,,495.0,0.000333,,800.0
CountMinSketch,0.6958368734069669,,0.0,2.0,,,520.0,0.000354,,850.0
CountMinSketch,0.6958368734069669,,0.0,2.0,,,545.0,0.000374,,900.0
CountMinSketch,0.6958368734069669,,0.0,2.0,,,570.0,0.000411,,950.0
CountMinSketch,0.6958368734069669,,0.0,2.0,,,595.0,0.000434,,1000.0
MinHash,0.695837,0.164163,,,1600.0,2.1e-07,,,50.0,
MinHash,0.695837,0.104163,,,3200.0,3.05e-07,,,100.0,
MinHash,0.695837,0.119163,,,6400.0,5.88e-07,,,200.0,
MinHash,0.695837,0.0908298,,,9600.0,8.52e-07,,,300.0,
MinHash,0.695837,0.0991631,,,12800.0,1.117e-06,,,400.0,
MinHash,0.695837,0.110163,,,16000.0,1.418e-06,,,500.0,
MinHash,0.695837,0.0974965,,,19200.0,1.722e-06,,,600.0,
MinHash,0.695837,0.0998774,,,22400.0,2.081e-06,,,700.0,
MinHash,0.695837,0.0979131,,,25600.0,2.216e-06,,,800.0,
MinHash,0.695837,0.111941,,,28800.0,2.608e-06,,,900.0,
MinHash,0.695837,0.0991631,,,32000.0,2.817e-06,,,1000.0,
MinHash,0.695837,0.0959813,,,35200.0,3.173e-06,,,1100.0,
MinHash,0.695837,0.0908298,,,38400.0,3.449e-06,,,1200.0,
MinHash,0.695837,0.112625,,,41600.0,3.525e-06,,,1300.0,
MinHash,0.695837,0.0920203,,,44800.0,4.357e-06,,,1400.0,
MinHash,0.695837,0.115496,,,48000.0,3.962e-06,,,1500.0,
MinHash,0.695837,0.107913,,,51200.0,4.439e-06,,,1600.0,
MinHash,0.695837,0.119457,,,54400.0,4.631e-06,,,1700.0,
MinHash,0.695837,0.108052,,,57600.0,4.968e-06,,,1800.0,
MinHash,0.695837,0.101532,,,60800.0,5.459e-06,,,1900.0,
MinHash,0.695837,0.0996631,,,64000.0,5.772e-06,,,2000.0,
