method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,1.0,,0.0,2.0,,,108.0,1.1e-05,,25.0
CountMinSketch,1.0,,0.0,2.0,,,120.0,1.8e-05,,50.0
CountMinSketch,1.0,,0.0,2.0,,,146.0,4.4e-05,,100.0
CountMinSketch,1.0,,0.0,2.0,,,170.0,5.5e-05,,150.0
CountMinSketch,1.0,,0.0,2.0,,,196.0,7.6e-05,,200.0
CountMinSketch,1.0,,0.0,2.0,,,220.0,0.0001,,250.0
CountMinSketch,1.0,,0.0,2.0,,,246.0,0.000118,,300.0
CountMinSketch,1.0,,0.0,2.0,,,270.0,0.00014,,350.0
CountMinSketch,1.0,,0.0,2.0,,,296.0,0.000164,,400.0
CountMinSketch,1.0,,0.0,2.0,,,320.0,0.000183,,450.0
CountMinSketch,1.0,,0.0,2.0,,,346.0,0.000203,,500.0
CountMinSketch,1.0,,0.0,2.0,,,370.0,0.000225,,550.0
CountMinSketch,1.0,,0.0,2.0,,,396.0,0.000249,,600.0
CountMinSketch,1.0,,0.0,2.0,,,420.0,0.000277,,650.0
CountMinSketch,1.0,,0.0,2.0,,,446.0,0.000291,,700.0
CountMinSketch,1.0,,0.0,2.0,,,470.0,0.00031,,750.0
CountMinSketch,1.0,,0.0,2.0,,,496.0,0.00033,,800.0
CountMinSketch,1.0,,0.0,2.0,,,520.0,0.000352,,850.0
CountMinSketch,1.0,,0.0,2.0,,,546.0,0.000374,,900.0
CountMinSketch,1.0,,0.0,2.0,,,570.0,0.000392,,950.0
CountMinSketch,1.0,,0.0,2.0,,,596.0,0.000418,,1000.0
MinHash,1.0,0.0,,,1600.0,8.8e-08,,,50.0,
MinHash,1.0,0.0,,,3200.0,1.34e-07,,,100.0,
MinHash,1.0,0.0,,,6400.0,1.64e-07,,,200.0,
MinHash,1.0,0.0,,,9600.0,2.26e-07,,,300.0,
MinHash,1.0,0.0,,,12800.0,2.89e-07,,,400.0,
MinHash,1.0,0.0,,,16000.0,3.44e-07,,,500.0,
MinHash,1.0,0.0,,,19200.0,4.17e-07,,,600.0,
MinHash,1.0,0.0,,,22400.0,4.65e-07,,,700.0,
MinHash,1.0,0.0,,,25600.0,5.45e-07,,,800.0,
MinHash,1.0,0.0,,,28800.0,6.03e-07,,,900.0,
MinHash,1.0,0.0,,,32000.0,6.55e-07,,,1000.0,
MinHash,1.0,0.0,,,35200.0,7.3e-07,,,1100.0,
MinHash,1.0,0.0,,,38400.0,7.91e-07,,,1200.0,
MinHash,1.0,0.0,,,41600.0,8.66e-07,,,1300.0,
MinHash,1.0,0.0,,,44800.0,9.25e-07,,,1400.0,
MinHash,1.0,0.0,,,48000.0,1.001e-06,,,1500.0,
MinHash,1.0,0.0,,,51200.0,1.019e-06,,,1600.0,
MinHash,1.0,0.0,,,54400.0,1.105e-06,,,1700.0,
MinHash,1.0,0.0,,,57600.0,1.165e-06,,,1800.0,
MinHash,1.0,0.0,,,60800.0,1.218e-06,,,1900.0,
MinHash,1.0,0.0,,,64000.0,1.29e-06,,,2000.0,
