method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.5537037037037037,,0.0278231577477572,2.0,,,581.0,1.1e-05,,25.0
CountMinSketch,0.5537037037037037,,0.0204051143075533,2.0,,,766.0,2e-05,,50.0
CountMinSketch,0.5537037037037037,,0.0115948037589829,2.0,,,957.0,3.6e-05,,100.0
CountMinSketch,0.5537037037037037,,0.0101359980670325,2.0,,,1013.0,5.6e-05,,150.0
CountMinSketch,0.5537037037037037,,0.0101359980670325,2.0,,,1125.0,7.6e-05,,200.0
CountMinSketch,0.5537037037037037,,0.0072265288544358,2.0,,,1134.0,9.8e-05,,250.0
CountMinSketch,0.5537037037037037,,0.0057758501996419,2.0,,,1175.0,0.000119,,300.0
CountMinSketch,0.5537037037037037,,0.0057758501996419,2.0,,,1223.0,0.00014,,350.0
CountMinSketch,0.5537037037037037,,0.0072265288544358,2.0,,,1264.0,0.000161,,400.0
CountMinSketch,0.5537037037037037,,0.0043278654699268,2.0,,,1249.0,0.000182,,450.0
CountMinSketch,0.5537037037037037,,0.0043278654699268,2.0,,,1330.0,0.000207,,500.0
CountMinSketch,0.5537037037037037,,0.0028825671682815,2.0,,,1339.0,0.000224,,550.0
CountMinSketch,0.5537037037037037,,0.0043278654699268,2.0,,,1364.0,0.000247,,600.0
CountMinSketch,0.5537037037037037,,0.0014399478254899,2.0,,,1365.0,0.000272,,650.0
CountMinSketch,0.5537037037037037,,0.0028825671682815,2.0,,,1422.0,0.00029,,700.0
CountMinSketch,0.5537037037037037,,0.0014399478254899,2.0,,,1447.0,0.000314,,750.0
CountMinSketch,0.5537037037037037,,0.0043278654699268,2.0,,,1472.0,0.000332,,800.0
CountMinSketch,0.5537037037037037,,0.0014399478254899,2.0,,,1497.0,0.000351,,850.0
CountMinSketch,0.5537037037037037,,0.0014399478254899,2.0,,,1498.0,0.000378,,900.0
CountMinSketch,0.5537037037037037,,0.0014399478254899,2.0,,,1523.0,0.000401,,950.0
CountMinSketch,0.5537037037037037,,0.0028825671682815,2.0,,,1604.0,0.000417,,1000.0
MinHash,0.553704,0.246296,,,1600.0,2.67e-07,,,50.0,
MinHash,0.553704,0.286296,,,3200.0,3.11e-07,,,100.0,
MinHash,0.553704,0.286296,,,6400.0,5.55e-07,,,200.0,
MinHash,0.553704,0.276296,,,9600.0,8.43e-07,,,300.0,
MinHash,0.553704,0.283796,,,12800.0,9.7e-07,,,400.0,
MinHash,0.553704,0.270296,,,16000.0,1.233e-06,,,500.0,
MinHash,0.553704,0.281296,,,19200.0,1.498e-06,,,600.0,
MinHash,0.553704,0.290582,,,22400.0,1.729e-06,,,700.0,
MinHash,0.553704,0.291296,,,25600.0,1.971e-06,,,800.0,
MinHash,0.553704,0.285185,,,28800.0,2.068e-06,,,900.0,
MinHash,0.553704,0.284296,,,32000.0,2.441e-06,,,1000.0,
MinHash,0.553704,0.295387,,,35200.0,2.461e-06,,,1100.0,
MinHash,0.553704,0.29213,,,38400.0,2.673e-06,,,1200.0,
MinHash,0.553704,0.300142,,,41600.0,2.864e-06,,,1300.0,
MinHash,0.553704,0.292011,,,44800.0,3.144e-06,,,1400.0,
MinHash,0.553704,0.298963,,,48000.0,3.334e-06,,,1500.0,
MinHash,0.553704,0.285046,,,51200.0,3.825e-06,,,1600.0,
MinHash,0.553704,0.297473,,,54400.0,3.871e-06,,,1700.0,
MinHash,0.553704,0.296296,,,57600.0,4.157e-06,,,1800.0,
MinHash,0.553704,0.294191,,,60800.0,4.463e-06,,,1900.0,
MinHash,0.553704,0.291796,,,64000.0,4.563e-06,,,2000.0,
