method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.6168300653594772,,0.0789711342977635,2.0,,,738.0,1.1e-05,,25.0
CountMinSketch,0.6168300653594772,,0.0717364875415467,2.0,,,1270.0,1.9e-05,,50.0
CountMinSketch,0.6168300653594772,,0.0468941885287111,2.0,,,1657.0,3.7e-05,,100.0
CountMinSketch,0.6168300653594772,,0.0357795379808151,2.0,,,1911.0,5.7e-05,,150.0
CountMinSketch,0.6168300653594772,,0.0248124066438409,2.0,,,2006.0,7.9e-05,,200.0
CountMinSketch,0.6168300653594772,,0.0214149677531055,2.0,,,2103.0,9.9e-05,,250.0
CountMinSketch,0.6168300653594772,,0.0220933300856573,2.0,,,2167.0,0.000121,,300.0
CountMinSketch,0.6168300653594772,,0.018031562067206,2.0,,,2239.0,0.000144,,350.0
CountMinSketch,0.6168300653594772,,0.0173565572664518,2.0,,,2256.0,0.000163,,400.0
CountMinSketch,0.6168300653594772,,0.0166821096302051,2.0,,,2234.0,0.000185,,450.0
CountMinSketch,0.6168300653594772,,0.0099681261736095,2.0,,,2362.0,0.000207,,500.0
CountMinSketch,0.6168300653594772,,0.0139898769561388,2.0,,,2386.0,0.00023,,550.0
CountMinSketch,0.6168300653594772,,0.0092997620850585,2.0,,,2435.0,0.000253,,600.0
CountMinSketch,0.6168300653594772,,0.0092997620850585,2.0,,,2468.0,0.000274,,650.0
CountMinSketch,0.6168300653594772,,0.0113065039535626,2.0,,,2469.0,0.000291,,700.0
CountMinSketch,0.6168300653594772,,0.0106370399036807,2.0,,,2542.0,0.000315,,750.0
CountMinSketch,0.6168300653594772,,0.0099681261736095,2.0,,,2527.0,0.00033,,800.0
CountMinSketch,0.6168300653594772,,0.0079646801249234,2.0,,,2560.0,0.000356,,850.0
CountMinSketch,0.6168300653594772,,0.0106370399036807,2.0,,,2570.0,0.000374,,900.0
CountMinSketch,0.6168300653594772,,0.0053010821815064,2.0,,,2634.0,0.0004,,950.0
CountMinSketch,0.6168300653594772,,0.0053010821815064,2.0,,,2682.0,0.000419,,1000.0
MinHash,0.66992,0.0499201,,,1600.0,2.85e-07,,,50.0,
MinHash,0.66992,7.9858e-05,,,3200.0,4.92e-07,,,100.0,
MinHash,0.66992,0.0750799,,,6400.0,6.93e-07,,,200.0,
MinHash,0.66992,0.0500799,,,9600.0,1.085e-06,,,300.0,
MinHash,0.66992,0.0500799,,,12800.0,1.423e-06,,,400.0,
MinHash,0.66992,0.0580799,,,16000.0,1.772e-06,,,500.0,
MinHash,0.66992,0.0617465,,,19200.0,2.047e-06,,,600.0,
MinHash,0.66992,0.0572227,,,22400.0,2.631e-06,,,700.0,
MinHash,0.66992,0.0438299,,,25600.0,2.745e-06,,,800.0,
MinHash,0.66992,0.0467465,,,28800.0,3.534e-06,,,900.0,
MinHash,0.66992,0.0510799,,,32000.0,3.486e-06,,,1000.0,
MinHash,0.66992,0.0382617,,,35200.0,4.001e-06,,,1100.0,
MinHash,0.66992,0.0442465,,,38400.0,4.365e-06,,,1200.0,
MinHash,0.66992,0.0546952,,,41600.0,4.746e-06,,,1300.0,
MinHash,0.66992,0.0657941,,,44800.0,4.722e-06,,,1400.0,
MinHash,0.66992,0.0460799,,,48000.0,5.352e-06,,,1500.0,
MinHash,0.66992,0.0588299,,,51200.0,5.618e-06,,,1600.0,
MinHash,0.66992,0.053021,,,54400.0,5.815e-06,,,1700.0,
MinHash,0.66992,0.0456354,,,57600.0,6.579e-06,,,1800.0,
MinHash,0.66992,0.0479746,,,60800.0,6.8e-06,,,1900.0,
MinHash,0.66992,0.0365799,,,64000.0,7.196e-06,,,2000.0,
