method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.7301038062283737,,0.0075156551095932,2.0,,,564.0,1.1e-05,,25.0
CountMinSketch,0.7301038062283737,,0.0007486386007046,2.0,,,758.0,1.9e-05,,50.0
CountMinSketch,0.7301038062283737,,0.0,2.0,,,917.0,3.6e-05,,100.0
CountMinSketch,0.7301038062283737,,0.0,2.0,,,981.0,5.6e-05,,150.0
CountMinSketch,0.7301038062283737,,0.0,2.0,,,1014.0,7.7e-05,,200.0
CountMinSketch,0.7301038062283737,,0.0,2.0,,,1047.0,9.9e-05,,250.0
CountMinSketch,0.7301038062283737,,0.0,2.0,,,1088.0,0.00012,,300.0
CountMinSketch,0.7301038062283737,,0.0,2.0,,,1105.0,0.000139,,350.0
CountMinSketch,0.7301038062283737,,0.0,2.0,,,1138.0,0.000162,,400.0
CountMinSketch,0.7301038062283737,,0.0,2.0,,,1187.0,0.000182,,450.0
CountMinSketch,0.7301038062283737,,0.0,2.0,,,1204.0,0.000205,,500.0
CountMinSketch,0.7301038062283737,,0.0,2.0,,,1205.0,0.000226,,550.0
CountMinSketch,0.7301038062283737,,0.0,2.0,,,1246.0,0.000248,,600.0
CountMinSketch,0.7301038062283737,,0.0,2.0,,,1271.0,0.000266,,650.0
CountMinSketch,0.7301038062283737,,0.0,2.0,,,1311.0,0.000293,,700.0
CountMinSketch,0.7301038062283737,,0.0,2.0,,,1337.0,0.000312,,750.0
CountMinSketch,0.7301038062283737,,0.0,2.0,,,1338.0,0.000333,,800.0
CountMinSketch,0.7301038062283737,,0.0,2.0,,,1379.0,0.000356,,850.0
CountMinSketch,0.7301038062283737,,0.0,2.0,,,1411.0,0.000378,,900.0
CountMinSketch,0.7301038062283737,,0.0,2.0,,,1421.0,0.000397,,950.0
CountMinSketch,0.7301038062283737,,0.0,2.0,,,1461.0,0.000418,,1000.0
MinHash,0.730104,0.0898962,,,1600.0,1.52e-07,,,50.0,
MinHash,0.730104,0.0301038,,,3200.0,4.16e-07,,,100.0,
MinHash,0.730104,0.0448962,,,6400.0,6.53e-07,,,200.0,
MinHash,0.730104,0.0132295,,,9600.0,9.63e-07,,,300.0,
MinHash,0.730104,0.00739619,,,12800.0,1.346e-06,,,400.0,
MinHash,0.730104,0.0138962,,,16000.0,1.675e-06,,,500.0,
MinHash,0.730104,0.00989619,,,19200.0,1.97e-06,,,600.0,
MinHash,0.730104,0.0413248,,,22400.0,2.155e-06,,,700.0,
MinHash,0.730104,0.0473962,,,25600.0,2.473e-06,,,800.0,
MinHash,0.730104,0.0354517,,,28800.0,2.705e-06,,,900.0,
MinHash,0.730104,0.0278962,,,32000.0,3.263e-06,,,1000.0,
MinHash,0.730104,0.0317144,,,35200.0,3.341e-06,,,1100.0,
MinHash,0.730104,0.0373962,,,38400.0,3.754e-06,,,1200.0,
MinHash,0.730104,0.0206654,,,41600.0,4.307e-06,,,1300.0,
MinHash,0.730104,0.0263248,,,44800.0,4.601e-06,,,1400.0,
MinHash,0.730104,0.0325629,,,48000.0,4.802e-06,,,1500.0,
MinHash,0.730104,0.0305212,,,51200.0,4.922e-06,,,1600.0,
MinHash,0.730104,0.0328374,,,54400.0,5.306e-06,,,1700.0,
MinHash,0.730104,0.0321184,,,57600.0,5.998e-06,,,1800.0,
MinHash,0.730104,0.0251594,,,60800.0,6.141e-06,,,1900.0,
MinHash,0.730104,0.0213962,,,64000.0,6.594e-06,,,2000.0,
