method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.7123287671232876,,0.0,2.0,,,123.0,1.1e-05,,25.0
CountMinSketch,0.7123287671232876,,0.0,2.0,,,136.0,1.9e-05,,50.0
CountMinSketch,0.7123287671232876,,0.0,2.0,,,161.0,3.6e-05,,100.0
CountMinSketch,0.7123287671232876,,0.0,2.0,,,186.0,5.8e-05,,150.0
CountMinSketch,0.7123287671232876,,0.0,2.0,,,211.0,7.7e-05,,200.0
CountMinSketch,0.7123287671232876,,0.0,2.0,,,236.0,9.8e-05,,250.0
CountMinSketch,0.7123287671232876,,0.0,2.0,,,261.0,0.000124,,300.0
CountMinSketch,0.7123287671232876,,0.0,2.0,,,286.0,0.000141,,350.0
CountMinSketch,0.7123287671232876,,0.0,2.0,,,311.0,0.000163,,400.0
CountMinSketch,0.7123287671232876,,0.0,2.0,,,336.0,0.000183,,450.0
CountMinSketch,0.7123287671232876,,0.0,2.0,,,361.0,0.000205,,500.0
CountMinSketch,0.7123287671232876,,0.0,2.0,,,386.0,0.000226,,550.0
CountMinSketch,0.7123287671232876,,0.0,2.0,,,411.0,0.000248,,600.0
CountMinSketch,0.7123287671232876,,0.0,2.0,,,436.0,0.000269,,650.0
CountMinSketch,0.7123287671232876,,0.0,2.0,,,461.0,0.00029,,700.0
CountMinSketch,0.7123287671232876,,0.0,2.0,,,486.0,0.000308,,750.0
CountMinSketch,0.7123287671232876,,0.0,2.0,,,511.0,0.000333,,800.0
CountMinSketch,0.7123287671232876,,0.0,2.0,,,536.0,0.000354,,850.0
CountMinSketch,0.7123287671232876,,0.0,2.0,,,561.0,0.000378,,900.0
CountMinSketch,0.7123287671232876,,0.0,2.0,,,586.0,0.000396,,950.0
CountMinSketch,0.7123287671232876,,0.0,2.0,,,611.0,0.000418,,1000.0
MinHash,0.712329,0.00767123,,,1600.0,2.94e-07,,,50.0,
MinHash,0.712329,0.0176712,,,3200.0,4.31e-07,,,100.0,
MinHash,0.712329,0.0276712,,,6400.0,7.38e-07,,,200.0,
MinHash,0.712329,0.0276712,,,9600.0,1.126e-06,,,300.0,
MinHash,0.712329,0.0226712,,,12800.0,1.357e-06,,,400.0,
MinHash,0.712329,0.0156712,,,16000.0,1.763e-06,,,500.0,
MinHash,0.712329,0.0476712,,,19200.0,1.971e-06,,,600.0,
MinHash,0.712329,0.0276712,,,22400.0,2.46e-06,,,700.0,
MinHash,0.712329,0.0314212,,,25600.0,2.652e-06,,,800.0,
MinHash,0.712329,0.0298935,,,28800.0,3.105e-06,,,900.0,
MinHash,0.712329,0.0426712,,,32000.0,3.361e-06,,,1000.0,
MinHash,0.712329,0.0467621,,,35200.0,3.5e-06,,,1100.0,
MinHash,0.712329,0.0393379,,,38400.0,3.845e-06,,,1200.0,
MinHash,0.712329,0.0315174,,,41600.0,4.479e-06,,,1300.0,
MinHash,0.712329,0.0469569,,,44800.0,4.599e-06,,,1400.0,
MinHash,0.712329,0.0343379,,,48000.0,4.952e-06,,,1500.0,
MinHash,0.712329,0.0332962,,,51200.0,5.489e-06,,,1600.0,
MinHash,0.712329,0.0359065,,,54400.0,5.533e-06,,,1700.0,
MinHash,0.712329,0.0337823,,,57600.0,6.211e-06,,,1800.0,
MinHash,0.712329,0.0476712,,,60800.0,6.102e-06,,,1900.0,
MinHash,0.712329,0.0416712,,,64000.0,6.631e-06,,,2000.0,
