method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.5627943485086342,,0.0711818517375701,2.0,,,564.0,1.1e-05,,25.0
CountMinSketch,0.5627943485086342,,0.0447954778942725,2.0,,,727.0,1.9e-05,,50.0
CountMinSketch,0.5627943485086342,,0.0402652328118167,2.0,,,815.0,3.6e-05,,100.0
CountMinSketch,0.5627943485086342,,0.0223967342939135,2.0,,,950.0,5.6e-05,,150.0
CountMinSketch,0.5627943485086342,,0.0242921401322585,2.0,,,912.0,7.6e-05,,200.0
CountMinSketch,0.5627943485086342,,0.0061575821454241,2.0,,,1008.0,9.9e-05,,250.0
CountMinSketch,0.5627943485086342,,0.0223967342939135,2.0,,,1049.0,0.000119,,300.0
CountMinSketch,0.5627943485086342,,0.00122764677809,2.0,,,1105.0,0.00014,,350.0
CountMinSketch,0.5627943485086342,,0.0129872106524263,2.0,,,1051.0,0.000161,,400.0
CountMinSketch,0.5627943485086342,,0.0111186949696266,2.0,,,1139.0,0.000185,,450.0
CountMinSketch,0.5627943485086342,,0.0024572238184098,2.0,,,1157.0,0.000205,,500.0
CountMinSketch,0.5627943485086342,,0.0,2.0,,,1205.0,0.000227,,550.0
CountMinSketch,0.5627943485086342,,0.0223967342939135,2.0,,,1207.0,0.000248,,600.0
CountMinSketch,0.5627943485086342,,0.0,2.0,,,1271.0,0.000268,,650.0
CountMinSketch,0.5627943485086342,,0.00122764677809,2.0,,,1296.0,0.000291,,700.0
CountMinSketch,0.5627943485086342,,0.0018421937310514,2.0,,,1313.0,0.000311,,750.0
CountMinSketch,0.5627943485086342,,0.0092546053010775,2.0,,,1330.0,0.000334,,800.0
CountMinSketch,0.5627943485086342,,0.00122764677809,2.0,,,1379.0,0.000355,,850.0
CountMinSketch,0.5627943485086342,,0.0111186949696266,2.0,,,1381.0,0.000376,,900.0
CountMinSketch,0.5627943485086342,,0.0,2.0,,,1437.0,0.000391,,950.0
CountMinSketch,0.5627943485086342,,0.0024572238184098,2.0,,,1407.0,0.00042,,1000.0
MinHash,0.562794,0.0827943,,,1600.0,3.93e-07,,,50.0,
MinHash,0.562794,0.0127943,,,3200.0,5.23e-07,,,100.0,
MinHash,0.562794,0.0122057,,,6400.0,9.31e-07,,,200.0,
MinHash,0.562794,0.0338723,,,9600.0,1.383e-06,,,300.0,
MinHash,0.562794,0.00470565,,,12800.0,1.89e-06,,,400.0,
MinHash,0.562794,0.00279435,,,16000.0,2.446e-06,,,500.0,
MinHash,0.562794,0.0538723,,,19200.0,2.879e-06,,,600.0,
MinHash,0.562794,0.00149137,,,22400.0,3.338e-06,,,700.0,
MinHash,0.562794,0.0322057,,,25600.0,3.498e-06,,,800.0,
MinHash,0.562794,0.00387232,,,28800.0,4.306e-06,,,900.0,
MinHash,0.562794,0.0192057,,,32000.0,4.635e-06,,,1000.0,
MinHash,0.562794,0.0199329,,,35200.0,5.216e-06,,,1100.0,
MinHash,0.562794,0.0213723,,,38400.0,5.438e-06,,,1200.0,
MinHash,0.562794,0.0325903,,,41600.0,5.86e-06,,,1300.0,
MinHash,0.562794,0.0264914,,,44800.0,6.449e-06,,,1400.0,
MinHash,0.562794,0.0218723,,,48000.0,7.353e-06,,,1500.0,
MinHash,0.562794,0.0184557,,,51200.0,7.634e-06,,,1600.0,
MinHash,0.562794,0.0172057,,,54400.0,7.706e-06,,,1700.0,
MinHash,0.562794,0.0288723,,,57600.0,8.467e-06,,,1800.0,
MinHash,0.562794,0.026153,,,60800.0,9.017e-06,,,1900.0,
MinHash,0.562794,0.0357057,,,64000.0,9.24e-06,,,2000.0,
