method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.5412621359223301,,0.0,2.0,,,140.0,1.1e-05,,25.0
CountMinSketch,0.5412621359223301,,0.0,2.0,,,168.0,1.9e-05,,50.0
CountMinSketch,0.5412621359223301,,0.0,2.0,,,208.0,3.6e-05,,100.0
CountMinSketch,0.5412621359223301,,0.0,2.0,,,234.0,5.5e-05,,150.0
CountMinSketch,0.5412621359223301,,0.0,2.0,,,258.0,7.6e-05,,200.0
CountMinSketch,0.5412621359223301,,0.0,2.0,,,284.0,9.8e-05,,250.0
CountMinSketch,0.5412621359223301,,0.0,2.0,,,308.0,0.000119,,300.0
CountMinSketch,0.5412621359223301,,0.0,2.0,,,334.0,0.000141,,350.0
CountMinSketch,0.5412621359223301,,0.0,2.0,,,358.0,0.00016,,400.0
CountMinSketch,0.5412621359223301,,0.0,2.0,,,384.0,0.000183,,450.0
CountMinSketch,0.5412621359223301,,0.0,2.0,,,408.0,0.000203,,500.0
CountMinSketch,0.5412621359223301,,0.0,2.0,,,434.0,0.000227,,550.0
CountMinSketch,0.5412621359223301,,0.0,2.0,,,458.0,0.000247,,600.0
CountMinSketch,0.5412621359223301,,0.0,2.0,,,468.0,0.00028,,650.0
CountMinSketch,0.5412621359223301,,0.0,2.0,,,508.0,0.000288,,700.0
CountMinSketch,0.5412621359223301,,0.0,2.0,,,534.0,0.00032,,750.0
CountMinSketch,0.5412621359223301,,0.0,2.0,,,558.0,0.000332,,800.0
CountMinSketch,0.5412621359223301,,0.0,2.0,,,584.0,0.000351,,850.0
CountMinSketch,0.5412621359223301,,0.0,2.0,,,608.0,0.000385,,900.0
CountMinSketch,0.5412621359223301,,0.0,2.0,,,634.0,0.000396,,950.0
CountMinSketch,0.5412621359223301,,0.0,2.0,,,658.0,0.000416,,1000.0
MinHash,0.541262,0.0387379,,,1600.0,2.61e-07,,,50.0,
MinHash,0.541262,0.0187379,,,3200.0,4.61e-07,,,100.0,
MinHash,0.541262,0.0237379,,,6400.0,9.04e-07,,,200.0,
MinHash,0.541262,0.00873786,,,9600.0,1.383e-06,,,300.0,
MinHash,0.541262,0.0162379,,,12800.0,1.919e-06,,,400.0,
MinHash,0.541262,0.0187379,,,16000.0,2.447e-06,,,500.0,
MinHash,0.541262,0.0070712,,,19200.0,2.884e-06,,,600.0,
MinHash,0.541262,0.0101664,,,22400.0,3.392e-06,,,700.0,
MinHash,0.541262,0.00748786,,,25600.0,3.748e-06,,,800.0,
MinHash,0.541262,0.0231823,,,28800.0,4.631e-06,,,900.0,
MinHash,0.541262,0.00873786,,,32000.0,4.805e-06,,,1000.0,
MinHash,0.541262,0.00328332,,,35200.0,5.432e-06,,,1100.0,
MinHash,0.541262,0.0295712,,,38400.0,5.896e-06,,,1200.0,
MinHash,0.541262,0.0156609,,,41600.0,6.505e-06,,,1300.0,
MinHash,0.541262,0.0101664,,,44800.0,6.635e-06,,,1400.0,
MinHash,0.541262,0.0114045,,,48000.0,7.017e-06,,,1500.0,
MinHash,0.541262,0.0362379,,,51200.0,7.587e-06,,,1600.0,
MinHash,0.541262,0.0269732,,,54400.0,7.947e-06,,,1700.0,
MinHash,0.541262,0.0309601,,,57600.0,8.969e-06,,,1800.0,
MinHash,0.541262,0.0208431,,,60800.0,9.127e-06,,,1900.0,
MinHash,0.541262,0.0327379,,,64000.0,9.57e-06,,,2000.0,
