method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.8001800180018002,,0.0,2.0,,,76.0,1e-05,,25.0
CountMinSketch,0.8001800180018002,,0.0,2.0,,,88.0,1.9e-05,,50.0
CountMinSketch,0.8001800180018002,,0.0,2.0,,,114.0,3.6e-05,,100.0
CountMinSketch,0.8001800180018002,,0.0,2.0,,,138.0,5.6e-05,,150.0
CountMinSketch,0.8001800180018002,,0.0,2.0,,,164.0,7.9e-05,,200.0
CountMinSketch,0.8001800180018002,,0.0,2.0,,,188.0,9.8e-05,,250.0
CountMinSketch,0.8001800180018002,,0.0,2.0,,,214.0,0.000119,,300.0
CountMinSketch,0.8001800180018002,,0.0,2.0,,,238.0,0.00014,,350.0
CountMinSketch,0.8001800180018002,,0.0,2.0,,,264.0,0.000163,,400.0
CountMinSketch,0.8001800180018002,,0.0,2.0,,,288.0,0.000183,,450.0
CountMinSketch,0.8001800180018002,,0.0,2.0,,,314.0,0.000207,,500.0
CountMinSketch,0.8001800180018002,,0.0,2.0,,,338.0,0.000228,,550.0
CountMinSketch,0.8001800180018002,,0.0,2.0,,,364.0,0.000247,,600.0
CountMinSketch,0.8001800180018002,,0.0,2.0,,,388.0,0.000268,,650.0
CountMinSketch,0.8001800180018002,,0.0,2.0,,,414.0,0.000291,,700.0
CountMinSketch,0.8001800180018002,,0.0,2.0,,,438.0,0.00031,,750.0
CountMinSketch,0.8001800180018002,,0.0,2.0,,,464.0,0.000332,,800.0
CountMinSketch,0.8001800180018002,,0.0,2.0,,,488.0,0.000356,,850.0
CountMinSketch,0.8001800180018002,,0.0,2.0,,,514.0,0.000379,,900.0
CountMinSketch,0.8001800180018002,,0.0,2.0,,,538.0,0.000396,,950.0
CountMinSketch,0.8001800180018002,,0.0,2.0,,,564.0,0.000417,,1000.0
MinHash,0.80018,0.05982,,,1600.0,1.53e-07,,,50.0,
MinHash,0.80018,0.04982,,,3200.0,2.7e-07,,,100.0,
MinHash,0.80018,0.03982,,,6400.0,4.67e-07,,,200.0,
MinHash,0.80018,0.0631533,,,9600.0,6.71e-07,,,300.0,
MinHash,0.80018,0.07232,,,12800.0,8.8e-07,,,400.0,
MinHash,0.80018,0.10382,,,16000.0,8.36e-07,,,500.0,
MinHash,0.80018,0.08482,,,19200.0,1.122e-06,,,600.0,
MinHash,0.80018,0.0826771,,,22400.0,1.509e-06,,,700.0,
MinHash,0.80018,0.07107,,,25600.0,1.627e-06,,,800.0,
MinHash,0.80018,0.0787089,,,28800.0,1.8e-06,,,900.0,
MinHash,0.80018,0.08782,,,32000.0,1.856e-06,,,1000.0,
MinHash,0.80018,0.0980018,,,35200.0,2.047e-06,,,1100.0,
MinHash,0.80018,0.0981533,,,38400.0,2.246e-06,,,1200.0,
MinHash,0.80018,0.0867431,,,41600.0,2.404e-06,,,1300.0,
MinHash,0.80018,0.08482,,,44800.0,2.874e-06,,,1400.0,
MinHash,0.80018,0.0951533,,,48000.0,2.718e-06,,,1500.0,
MinHash,0.80018,0.094195,,,51200.0,2.861e-06,,,1600.0,
MinHash,0.80018,0.106879,,,54400.0,2.915e-06,,,1700.0,
MinHash,0.80018,0.0859311,,,57600.0,3.618e-06,,,1800.0,
MinHash,0.80018,0.0887674,,,60800.0,3.503e-06,,,1900.0,
MinHash,0.80018,0.09532,,,64000.0,3.704e-06,,,2000.0,
