method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.5045778229908443,,0.0,2.0,,,170.0,1.1e-05,,25.0
CountMinSketch,0.5045778229908443,,0.0,2.0,,,184.0,1.9e-05,,50.0
CountMinSketch,0.5045778229908443,,0.0,2.0,,,208.0,3.6e-05,,100.0
CountMinSketch,0.5045778229908443,,0.0,2.0,,,234.0,5.8e-05,,150.0
CountMinSketch,0.5045778229908443,,0.0,2.0,,,258.0,8e-05,,200.0
CountMinSketch,0.5045778229908443,,0.0,2.0,,,284.0,9.8e-05,,250.0
CountMinSketch,0.5045778229908443,,0.0,2.0,,,308.0,0.000119,,300.0
CountMinSketch,0.5045778229908443,,0.0,2.0,,,334.0,0.00014,,350.0
CountMinSketch,0.5045778229908443,,0.0,2.0,,,358.0,0.000163,,400.0
CountMinSketch,0.5045778229908443,,0.0,2.0,,,384.0,0.000183,,450.0
CountMinSketch,0.5045778229908443,,0.0,2.0,,,408.0,0.000204,,500.0
CountMinSketch,0.5045778229908443,,0.0,2.0,,,434.0,0.000227,,550.0
CountMinSketch,0.5045778229908443,,0.0,2.0,,,458.0,0.000248,,600.0
CountMinSketch,0.5045778229908443,,0.0,2.0,,,484.0,0.000266,,650.0
CountMinSketch,0.5045778229908443,,0.0,2.0,,,508.0,0.000289,,700.0
CountMinSketch,0.5045778229908443,,0.0,2.0,,,534.0,0.000312,,750.0
CountMinSketch,0.5045778229908443,,0.0,2.0,,,558.0,0.00033,,800.0
CountMinSketch,0.5045778229908443,,0.0,2.0,,,584.0,0.000354,,850.0
CountMinSketch,0.5045778229908443,,0.0,2.0,,,608.0,0.000373,,900.0
CountMinSketch,0.5045778229908443,,0.0,2.0,,,634.0,0.000395,,950.0
CountMinSketch,0.5045778229908443,,0.0,2.0,,,658.0,0.000416,,1000.0
MinHash,0.504578,0.0354222,,,1600.0,2.5e-07,,,50.0,
MinHash,0.504578,0.0954222,,,3200.0,4.95e-07,,,100.0,
MinHash,0.504578,0.0754222,,,6400.0,9.73e-07,,,200.0,
MinHash,0.504578,0.0554222,,,9600.0,1.636e-06,,,300.0,
MinHash,0.504578,0.0754222,,,12800.0,1.923e-06,,,400.0,
MinHash,0.504578,0.0794222,,,16000.0,2.489e-06,,,500.0,
MinHash,0.504578,0.0920888,,,19200.0,2.793e-06,,,600.0,
MinHash,0.504578,0.0982793,,,22400.0,3.267e-06,,,700.0,
MinHash,0.504578,0.0891722,,,25600.0,3.862e-06,,,800.0,
MinHash,0.504578,0.0920888,,,28800.0,4.226e-06,,,900.0,
MinHash,0.504578,0.103422,,,32000.0,4.764e-06,,,1000.0,
MinHash,0.504578,0.115422,,,35200.0,4.95e-06,,,1100.0,
MinHash,0.504578,0.0845888,,,38400.0,5.506e-06,,,1200.0,
MinHash,0.504578,0.0892683,,,41600.0,6.004e-06,,,1300.0,
MinHash,0.504578,0.0918507,,,44800.0,6.461e-06,,,1400.0,
MinHash,0.504578,0.0874222,,,48000.0,6.975e-06,,,1500.0,
MinHash,0.504578,0.0716722,,,51200.0,7.638e-06,,,1600.0,
MinHash,0.504578,0.0895398,,,54400.0,7.939e-06,,,1700.0,
MinHash,0.504578,0.0909777,,,57600.0,8.329e-06,,,1800.0,
MinHash,0.504578,0.0896327,,,60800.0,8.635e-06,,,1900.0,
MinHash,0.504578,0.0894222,,,64000.0,9.103e-06,,,2000.0,
