method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.7006403415154749,,0.0704071716826356,2.0,,,682.0,1.1e-05,,25.0
CountMinSketch,0.7006403415154749,,0.0295442404606379,2.0,,,1041.0,1.9e-05,,50.0
CountMinSketch,0.7006403415154749,,0.0234602806105732,2.0,,,1256.0,3.8e-05,,100.0
CountMinSketch,0.7006403415154749,,0.0202019910979159,2.0,,,1399.0,5.7e-05,,150.0
CountMinSketch,0.7006403415154749,,0.0188093482606243,2.0,,,1486.0,7.7e-05,,200.0
CountMinSketch,0.7006403415154749,,0.0054624422104351,2.0,,,1575.0,9.8e-05,,250.0
CountMinSketch,0.7006403415154749,,0.0123400401023697,2.0,,,1568.0,0.000119,,300.0
CountMinSketch,0.7006403415154749,,0.004093544550318,2.0,,,1688.0,0.000144,,350.0
CountMinSketch,0.7006403415154749,,0.0045495996295223,2.0,,,1689.0,0.000163,,400.0
CountMinSketch,0.7006403415154749,,0.0054624422104351,2.0,,,1667.0,0.000186,,450.0
CountMinSketch,0.7006403415154749,,0.0054624422104351,2.0,,,1763.0,0.000206,,500.0
CountMinSketch,0.7006403415154749,,0.0128005186995788,2.0,,,1811.0,0.000224,,550.0
CountMinSketch,0.7006403415154749,,0.0082068434711202,2.0,,,1774.0,0.000251,,600.0
CountMinSketch,0.7006403415154749,,0.0050058987842307,2.0,,,1838.0,0.000271,,650.0
CountMinSketch,0.7006403415154749,,0.0022717610760292,2.0,,,1879.0,0.000293,,700.0
CountMinSketch,0.7006403415154749,,0.0,2.0,,,1927.0,0.000309,,750.0
CountMinSketch,0.7006403415154749,,0.0022717610760292,2.0,,,1944.0,0.000335,,800.0
CountMinSketch,0.7006403415154749,,0.0,2.0,,,1969.0,0.00035,,850.0
CountMinSketch,0.7006403415154749,,0.0013623287114943,2.0,,,1947.0,0.000376,,900.0
CountMinSketch,0.7006403415154749,,0.0,2.0,,,2043.0,0.000398,,950.0
CountMinSketch,0.7006403415154749,,0.0050058987842307,2.0,,,2037.0,0.000417,,1000.0
MinHash,0.70064,0.0993597,,,1600.0,1.79e-07,,,50.0,
MinHash,0.70064,0.0193597,,,3200.0,4.59e-07,,,100.0,
MinHash,0.70064,0.00564034,,,6400.0,8.14e-07,,,200.0,
MinHash,0.70064,0.00397367,,,9600.0,1.115e-06,,,300.0,
MinHash,0.70064,0.0331403,,,12800.0,1.782e-06,,,400.0,
MinHash,0.70064,0.0293597,,,16000.0,1.732e-06,,,500.0,
MinHash,0.70064,0.0110263,,,19200.0,2.246e-06,,,600.0,
MinHash,0.70064,0.0022168,,,22400.0,2.594e-06,,,700.0,
MinHash,0.70064,0.00435966,,,25600.0,2.973e-06,,,800.0,
MinHash,0.70064,0.00491521,,,28800.0,3.515e-06,,,900.0,
MinHash,0.70064,0.00164034,,,32000.0,3.781e-06,,,1000.0,
MinHash,0.70064,0.00427671,,,35200.0,4.171e-06,,,1100.0,
MinHash,0.70064,0.0189737,,,38400.0,4.66e-06,,,1200.0,
MinHash,0.70064,0.0198711,,,41600.0,5.184e-06,,,1300.0,
MinHash,0.70064,0.0027832,,,44800.0,5.196e-06,,,1400.0,
MinHash,0.70064,0.00197367,,,48000.0,5.482e-06,,,1500.0,
MinHash,0.70064,0.0162347,,,51200.0,5.795e-06,,,1600.0,
MinHash,0.70064,0.00299328,,,54400.0,6.593e-06,,,1700.0,
MinHash,0.70064,0.0115819,,,57600.0,6.756e-06,,,1800.0,
MinHash,0.70064,0.00695613,,,60800.0,7.278e-06,,,1900.0,
MinHash,0.70064,0.00385966,,,64000.0,7.541e-06,,,2000.0,
