method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,1.0,,0.0,2.0,,,800.0,1.1e-05,,25.0
CountMinSketch,1.0,,0.0,2.0,,,1600.0,1.9e-05,,50.0
CountMinSketch,1.0,,0.0,2.0,,,3200.0,3.7e-05,,100.0
CountMinSketch,1.0,,0.0,2.0,,,4674.0,5.6e-05,,150.0
CountMinSketch,1.0,,0.0,2.0,,,6022.0,7.7e-05,,200.0
CountMinSketch,1.0,,0.0,2.0,,,7150.0,9.8e-05,,250.0
CountMinSketch,1.0,,0.0,2.0,,,8214.0,0.000119,,300.0
CountMinSketch,1.0,,0.0,2.0,,,9044.0,0.000154,,350.0
CountMinSketch,1.0,,0.0,2.0,,,9682.0,0.000161,,400.0
CountMinSketch,1.0,,0.0,2.0,,,10212.0,0.000182,,450.0
CountMinSketch,1.0,,0.0,2.0,,,10850.0,0.000203,,500.0
CountMinSketch,1.0,,0.0,2.0,,,11584.0,0.000225,,550.0
CountMinSketch,1.0,,0.0,2.0,,,12050.0,0.000253,,600.0
CountMinSketch,1.0,,0.0,2.0,,,11980.0,0.00027,,650.0
CountMinSketch,1.0,,0.0,2.0,,,12494.0,0.000286,,700.0
CountMinSketch,1.0,,0.0,2.0,,,12866.0,0.00031,,750.0
CountMinSketch,1.0,,0.0,2.0,,,13080.0,0.000332,,800.0
CountMinSketch,1.0,,0.0,2.0,,,13278.0,0.000352,,850.0
CountMinSketch,1.0,,0.0,2.0,,,13382.0,0.000381,,900.0
CountMinSketch,1.0,,0.0,2.0,,,13092.0,0.000397,,950.0
CountMinSketch,1.0,,0.0,2.0,,,14140.0,0.000417,,1000.0
MinHash,1.0,0.0,,,1600.0,1.01e-07,,,50.0,
MinHash,1.0,0.0,,,3200.0,9.3e-08,,,100.0,
MinHash,1.0,0.0,,,6400.0,1.56e-07,,,200.0,
MinHash,1.0,0.0,,,9600.0,2.13e-07,,,300.0,
MinHash,1.0,0.0,,,12800.0,2.8e-07,,,400.0,
MinHash,1.0,0.0,,,16000.0,3.51e-07,,,500.0,
MinHash,1.0,0.0,,,19200.0,4.09e-07,,,600.0,
MinHash,1.0,0.0,,,22400.0,4.71e-07,,,700.0,
MinHash,1.0,0.0,,,25600.0,5.3e-07,,,800.0,
MinHash,1.0,0.0,,,28800.0,5.97e-07,,,900.0,
MinHash,1.0,0.0,,,32000.0,6.55e-07,,,1000.0,
MinHash,1.0,0.0,,,35200.0,7.71e-07,,,1100.0,
MinHash,1.0,0.0,,,38400.0,7.93e-07,,,1200.0,
MinHash,1.0,0.0,,,41600.0,8.71e-07,,,1300.0,
MinHash,1.0,0.0,,,44800.0,9e-07,,,1400.0,
MinHash,1.0,0.0,,,48000.0,9.48e-07,,,1500.0,
MinHash,1.0,0.0,,,51200.0,1.035e-06,,,1600.0,
MinHash,1.0,0.0,,,54400.0,1.107e-06,,,1700.0,
MinHash,1.0,0.0,,,57600.0,1.167e-06,,,1800.0,
MinHash,1.0,0.0,,,60800.0,1.217e-06,,,1900.0,
MinHash,1.0,0.0,,,64000.0,1.301e-06,,,2000.0,
