method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.8285714285714286,,0.0,2.0,,,60.0,1.3e-05,,25.0
CountMinSketch,0.8285714285714286,,0.0,2.0,,,73.0,1.8e-05,,50.0
CountMinSketch,0.8285714285714286,,0.0,2.0,,,98.0,3.7e-05,,100.0
CountMinSketch,0.8285714285714286,,0.0,2.0,,,123.0,5.5e-05,,150.0
CountMinSketch,0.8285714285714286,,0.0,2.0,,,148.0,7.7e-05,,200.0
CountMinSketch,0.8285714285714286,,0.0,2.0,,,173.0,9.9e-05,,250.0
CountMinSketch,0.8285714285714286,,0.0,2.0,,,198.0,0.000134,,300.0
CountMinSketch,0.8285714285714286,,0.0,2.0,,,223.0,0.00014,,350.0
CountMinSketch,0.8285714285714286,,0.0,2.0,,,248.0,0.000164,,400.0
CountMinSketch,0.8285714285714286,,0.0,2.0,,,273.0,0.000185,,450.0
CountMinSketch,0.8285714285714286,,0.0,2.0,,,298.0,0.000202,,500.0
CountMinSketch,0.8285714285714286,,0.0,2.0,,,323.0,0.000229,,550.0
CountMinSketch,0.8285714285714286,,0.0,2.0,,,348.0,0.000245,,600.0
CountMinSketch,0.8285714285714286,,0.0,2.0,,,373.0,0.000267,,650.0
CountMinSketch,0.8285714285714286,,0.0,2.0,,,398.0,0.00029,,700.0
CountMinSketch,0.8285714285714286,,0.0,2.0,,,423.0,0.000313,,750.0
CountMinSketch,0.8285714285714286,,0.0,2.0,,,448.0,0.000337,,800.0
CountMinSketch,0.8285714285714286,,0.0,2.0,,,473.0,0.000354,,850.0
CountMinSketch,0.8285714285714286,,0.0,2.0,,,498.0,0.000376,,900.0
CountMinSketch,0.8285714285714286,,0.0,2.0,,,523.0,0.000395,,950.0
CountMinSketch,0.8285714285714286,,0.0,2.0,,,548.0,0.000431,,1000.0
MinHash,0.828571,0.0714286,,,1600.0,2.32e-07,,,50.0,
MinHash,0.828571,0.0114286,,,3200.0,3.28e-07,,,100.0,
MinHash,0.828571,0.0414286,,,6400.0,4.97e-07,,,200.0,
MinHash,0.828571,0.0547619,,,9600.0,6.13e-07,,,300.0,
MinHash,0.828571,0.0689286,,,12800.0,7.69e-07,,,400.0,
MinHash,0.828571,0.0674286,,,16000.0,9.27e-07,,,500.0,
MinHash,0.828571,0.0514286,,,19200.0,1.138e-06,,,600.0,
MinHash,0.828571,0.0614286,,,22400.0,1.303e-06,,,700.0,
MinHash,0.828571,0.0551786,,,25600.0,1.518e-06,,,800.0,
MinHash,0.828571,0.0636508,,,28800.0,1.72e-06,,,900.0,
MinHash,0.828571,0.0564286,,,32000.0,1.794e-06,,,1000.0,
MinHash,0.828571,0.0677922,,,35200.0,1.962e-06,,,1100.0,
MinHash,0.828571,0.0597619,,,38400.0,2.307e-06,,,1200.0,
MinHash,0.828571,0.0737363,,,41600.0,2.234e-06,,,1300.0,
MinHash,0.828571,0.0721429,,,44800.0,2.397e-06,,,1400.0,
MinHash,0.828571,0.0700952,,,48000.0,2.578e-06,,,1500.0,
MinHash,0.828571,0.0783036,,,51200.0,5.836e-06,,,1600.0,
MinHash,0.828571,0.0802521,,,54400.0,2.794e-06,,,1700.0,
MinHash,0.828571,0.060873,,,57600.0,3.312e-06,,,1800.0,
MinHash,0.828571,0.068797,,,60800.0,3.391e-06,,,1900.0,
MinHash,0.828571,0.0729286,,,64000.0,3.362e-06,,,2000.0,
