method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.6911161731207289,,0.2022783690878913,2.0,,,800.0,1.1e-05,,25.0
CountMinSketch,0.6911161731207289,,0.1588713673726675,2.0,,,1593.0,1.9e-05,,50.0
CountMinSketch,0.6911161731207289,,0.1121386240616854,2.0,,,3020.0,3.9e-05,,100.0
CountMinSketch,0.6911161731207289,,0.0866616046570488,2.0,,,4132.0,5.8e-05,,150.0
CountMinSketch,0.6911161731207289,,0.0752411906670417,2.0,,,4912.0,8.7e-05,,200.0
CountMinSketch,0.6911161731207289,,0.0660435901928805,2.0,,,5331.0,0.000101,,250.0
CountMinSketch,0.6911161731207289,,0.0528349661792475,2.0,,,6065.0,0.000122,,300.0
CountMinSketch,0.6911161731207289,,0.0471184323580816,2.0,,,6310.0,0.000144,,350.0
CountMinSketch,0.6911161731207289,,0.0370030075124181,2.0,,,6540.0,0.000166,,400.0
CountMinSketch,0.6911161731207289,,0.0430580852301236,2.0,,,6778.0,0.000197,,450.0
CountMinSketch,0.6911161731207289,,0.0386135566090007,2.0,,,6850.0,0.000221,,500.0
CountMinSketch,0.6911161731207289,,0.0434632661316075,2.0,,,6922.0,0.00023,,550.0
CountMinSketch,0.6911161731207289,,0.0305906914432785,2.0,,,7309.0,0.000266,,600.0
CountMinSketch,0.6911161731207289,,0.0305906914432785,2.0,,,7366.0,0.000284,,650.0
CountMinSketch,0.6911161731207289,,0.0202715631632729,2.0,,,7769.0,0.000293,,700.0
CountMinSketch,0.6911161731207289,,0.0274023453977896,2.0,,,7645.0,0.000314,,750.0
CountMinSketch,0.6911161731207289,,0.0194829052202849,2.0,,,7969.0,0.000338,,800.0
CountMinSketch,0.6911161731207289,,0.0270046322483985,2.0,,,7868.0,0.00036,,850.0
CountMinSketch,0.6911161731207289,,0.0210609486504887,2.0,,,8098.0,0.00038,,900.0
CountMinSketch,0.6911161731207289,,0.015942920923879,2.0,,,8154.0,0.000415,,950.0
CountMinSketch,0.6911161731207289,,0.0238295418249859,2.0,,,8061.0,0.000419,,1000.0
MinHash,0.691116,0.108884,,,1600.0,1.83e-07,,,50.0,
MinHash,0.691116,0.0111162,,,3200.0,3.79e-07,,,100.0,
MinHash,0.691116,0.0211162,,,6400.0,8.83e-07,,,200.0,
MinHash,0.691116,0.0277828,,,9600.0,1.182e-06,,,300.0,
MinHash,0.691116,0.0186162,,,12800.0,1.656e-06,,,400.0,
MinHash,0.691116,0.0451162,,,16000.0,2.11e-06,,,500.0,
MinHash,0.691116,0.0194495,,,19200.0,2.357e-06,,,600.0,
MinHash,0.691116,0.00825903,,,22400.0,2.712e-06,,,700.0,
MinHash,0.691116,0.00361617,,,25600.0,3.137e-06,,,800.0,
MinHash,0.691116,0.00777272,,,28800.0,3.596e-06,,,900.0,
MinHash,0.691116,0.0101162,,,32000.0,4.036e-06,,,1000.0,
MinHash,0.691116,0.0265707,,,35200.0,4.6e-06,,,1100.0,
MinHash,0.691116,0.0244495,,,38400.0,4.726e-06,,,1200.0,
MinHash,0.691116,0.0149623,,,41600.0,5.154e-06,,,1300.0,
MinHash,0.691116,0.0254019,,,44800.0,5.709e-06,,,1400.0,
MinHash,0.691116,0.00378284,,,48000.0,5.975e-06,,,1500.0,
MinHash,0.691116,0.00888383,,,51200.0,6.119e-06,,,1600.0,
MinHash,0.691116,0.001825,,,54400.0,6.348e-06,,,1700.0,
MinHash,0.691116,0.0066616,,,57600.0,6.767e-06,,,1800.0,
MinHash,0.691116,0.0105899,,,60800.0,7.613e-06,,,1900.0,
MinHash,0.691116,0.0186162,,,64000.0,8.269e-06,,,2000.0,
