method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.7926803691275168,,0.0734332132756706,2.0,,,800.0,1.2e-05,,25.0
CountMinSketch,0.7926803691275168,,0.0513907184914794,2.0,,,1600.0,2e-05,,50.0
CountMinSketch,0.7926803691275168,,0.0367869503470263,2.0,,,3090.0,3.9e-05,,100.0
CountMinSketch,0.7926803691275168,,0.027146643513867,2.0,,,4171.0,5.7e-05,,150.0
CountMinSketch,0.7926803691275168,,0.0221717992466007,2.0,,,4921.0,7.9e-05,,200.0
CountMinSketch,0.7926803691275168,,0.0172719866162629,2.0,,,5623.0,9.9e-05,,250.0
CountMinSketch,0.7926803691275168,,0.0183265697993331,2.0,,,6183.0,0.000129,,300.0
CountMinSketch,0.7926803691275168,,0.0115888728049879,2.0,,,6523.0,0.00015,,350.0
CountMinSketch,0.7926803691275168,,0.0121127051968075,2.0,,,6785.0,0.000162,,400.0
CountMinSketch,0.7926803691275168,,0.0099716752665464,2.0,,,7124.0,0.000194,,450.0
CountMinSketch,0.7926803691275168,,0.0097340965796897,2.0,,,7299.0,0.000216,,500.0
CountMinSketch,0.7926803691275168,,0.0108750457588048,2.0,,,7442.0,0.000238,,550.0
CountMinSketch,0.7926803691275168,,0.0103043906678742,2.0,,,7750.0,0.000254,,600.0
CountMinSketch,0.7926803691275168,,0.0062252396276131,2.0,,,7957.0,0.000273,,650.0
CountMinSketch,0.7926803691275168,,0.0067933150830095,2.0,,,7903.0,0.000293,,700.0
CountMinSketch,0.7926803691275168,,0.0055629380833388,2.0,,,8164.0,0.000314,,750.0
CountMinSketch,0.7926803691275168,,0.0070301190946177,2.0,,,8150.0,0.000338,,800.0
CountMinSketch,0.7926803691275168,,0.0061779161959251,2.0,,,8371.0,0.000357,,850.0
CountMinSketch,0.7926803691275168,,0.0058467218772175,2.0,,,8515.0,0.000377,,900.0
CountMinSketch,0.7926803691275168,,0.0077883109325163,2.0,,,8406.0,0.0004,,950.0
CountMinSketch,0.7926803691275168,,0.0042397969522645,2.0,,,8707.0,0.000418,,1000.0
MinHash,0.79268,0.0526804,,,1600.0,2.57e-07,,,50.0,
MinHash,0.79268,0.0173196,,,3200.0,2.94e-07,,,100.0,
MinHash,0.79268,0.0123196,,,6400.0,6.17e-07,,,200.0,
MinHash,0.79268,0.0473196,,,9600.0,8.07e-07,,,300.0,
MinHash,0.79268,0.0223196,,,12800.0,1.13e-06,,,400.0,
MinHash,0.79268,0.0273196,,,16000.0,1.354e-06,,,500.0,
MinHash,0.79268,0.0139863,,,19200.0,1.613e-06,,,600.0,
MinHash,0.79268,0.00446249,,,22400.0,1.993e-06,,,700.0,
MinHash,0.79268,0.00106963,,,25600.0,2.392e-06,,,800.0,
MinHash,0.79268,0.00823592,,,28800.0,2.818e-06,,,900.0,
MinHash,0.79268,0.0233196,,,32000.0,2.678e-06,,,1000.0,
MinHash,0.79268,0.010956,,,35200.0,3.069e-06,,,1100.0,
MinHash,0.79268,0.0139863,,,38400.0,3.277e-06,,,1200.0,
MinHash,0.79268,0.0165504,,,41600.0,3.575e-06,,,1300.0,
MinHash,0.79268,0.0108911,,,44800.0,3.879e-06,,,1400.0,
MinHash,0.79268,0.00465296,,,48000.0,4.496e-06,,,1500.0,
MinHash,0.79268,0.00981963,,,51200.0,4.479e-06,,,1600.0,
MinHash,0.79268,0.00908434,,,54400.0,4.866e-06,,,1700.0,
MinHash,0.79268,0.00268037,,,57600.0,5.288e-06,,,1800.0,
MinHash,0.79268,0.0178459,,,60800.0,5.062e-06,,,1900.0,
MinHash,0.79268,0.0113196,,,64000.0,5.505e-06,,,2000.0,
