method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.5817555938037866,,0.0,2.0,,,179.0,1.2e-05,,25.0
CountMinSketch,0.5817555938037866,,0.0,2.0,,,191.0,2.1e-05,,50.0
CountMinSketch,0.5817555938037866,,0.0,2.0,,,216.0,3.7e-05,,100.0
CountMinSketch,0.5817555938037866,,0.0,2.0,,,241.0,5.7e-05,,150.0
CountMinSketch,0.5817555938037866,,0.0,2.0,,,274.0,7.8e-05,,200.0
CountMinSketch,0.5817555938037866,,0.0,2.0,,,299.0,9.9e-05,,250.0
CountMinSketch,0.5817555938037866,,0.0,2.0,,,316.0,0.00012,,300.0
CountMinSketch,0.5817555938037866,,0.0,2.0,,,349.0,0.000141,,350.0
CountMinSketch,0.5817555938037866,,0.0,2.0,,,374.0,0.000162,,400.0
CountMinSketch,0.5817555938037866,,0.0,2.0,,,399.0,0.000184,,450.0
CountMinSketch,0.5817555938037866,,0.0,2.0,,,424.0,0.000207,,500.0
CountMinSketch,0.5817555938037866,,0.0,2.0,,,449.0,0.000226,,550.0
CountMinSketch,0.5817555938037866,,0.0,2.0,,,474.0,0.000247,,600.0
CountMinSketch,0.5817555938037866,,0.0,2.0,,,499.0,0.000274,,650.0
CountMinSketch,0.5817555938037866,,0.0,2.0,,,524.0,0.000289,,700.0
CountMinSketch,0.5817555938037866,,0.0,2.0,,,549.0,0.000314,,750.0
CountMinSketch,0.5817555938037866,,0.0,2.0,,,574.0,0.00033,,800.0
CountMinSketch,0.5817555938037866,,0.0,2.0,,,599.0,0.00036,,850.0
CountMinSketch,0.5817555938037866,,0.0,2.0,,,624.0,0.000377,,900.0
CountMinSketch,0.5817555938037866,,0.0,2.0,,,649.0,0.000397,,950.0
CountMinSketch,0.5817555938037866,,0.0,2.0,,,674.0,0.000417,,1000.0
MinHash,0.581756,0.00175559,,,1600.0,3.36e-07,,,50.0,
MinHash,0.581756,0.0882444,,,3200.0,5.24e-07,,,100.0,
MinHash,0.581756,0.0632444,,,6400.0,8.73e-07,,,200.0,
MinHash,0.581756,0.0282444,,,9600.0,1.334e-06,,,300.0,
MinHash,0.581756,0.0907444,,,12800.0,1.79e-06,,,400.0,
MinHash,0.581756,0.0622444,,,16000.0,2.112e-06,,,500.0,
MinHash,0.581756,0.0515777,,,19200.0,2.765e-06,,,600.0,
MinHash,0.581756,0.0582444,,,22400.0,2.92e-06,,,700.0,
MinHash,0.581756,0.0519944,,,25600.0,3.529e-06,,,800.0,
MinHash,0.581756,0.0371333,,,28800.0,3.807e-06,,,900.0,
MinHash,0.581756,0.0452444,,,32000.0,4.425e-06,,,1000.0,
MinHash,0.581756,0.0418808,,,35200.0,4.782e-06,,,1100.0,
MinHash,0.581756,0.0457444,,,38400.0,5.244e-06,,,1200.0,
MinHash,0.581756,0.0613213,,,41600.0,5.586e-06,,,1300.0,
MinHash,0.581756,0.0661015,,,44800.0,6.074e-06,,,1400.0,
MinHash,0.581756,0.0569111,,,48000.0,6.547e-06,,,1500.0,
MinHash,0.581756,0.0669944,,,51200.0,6.58e-06,,,1600.0,
MinHash,0.581756,0.0588326,,,54400.0,7.066e-06,,,1700.0,
MinHash,0.581756,0.0554666,,,57600.0,7.738e-06,,,1800.0,
MinHash,0.581756,0.049297,,,60800.0,8.339e-06,,,1900.0,
MinHash,0.581756,0.0537444,,,64000.0,8.596e-06,,,2000.0,
