method,jaccard_similarity,error_minhash,error_cms,cms_depth,size_minhash,time_minhash,size_cms,time_cms,minhash_depth,cms_width
CountMinSketch,0.6304347826086957,,0.0486696950032445,2.0,,,549.0,1.3e-05,,25.0
CountMinSketch,0.6304347826086957,,0.0413918427783012,2.0,,,963.0,1.9e-05,,50.0
CountMinSketch,0.6304347826086957,,0.0290612223083295,2.0,,,1468.0,3.8e-05,,100.0
CountMinSketch,0.6304347826086957,,0.0199319655575634,2.0,,,1800.0,5.8e-05,,150.0
CountMinSketch,0.6304347826086957,,0.0189238001646702,2.0,,,2030.0,7.9e-05,,200.0
CountMinSketch,0.6304347826086957,,0.0119009838146619,2.0,,,2127.0,0.000102,,250.0
CountMinSketch,0.6304347826086957,,0.0149034258008107,2.0,,,2214.0,0.000127,,300.0
CountMinSketch,0.6304347826086957,,0.0119009838146619,2.0,,,2366.0,0.000145,,350.0
CountMinSketch,0.6304347826086957,,0.0129005795337266,2.0,,,2422.0,0.000165,,400.0
CountMinSketch,0.6304347826086957,,0.0099054361033334,2.0,,,2430.0,0.00019,,450.0
CountMinSketch,0.6304347826086957,,0.0069211907084661,2.0,,,2527.0,0.000208,,500.0
CountMinSketch,0.6304347826086957,,0.0079147319544111,2.0,,,2536.0,0.00023,,550.0
CountMinSketch,0.6304347826086957,,0.0059288537549406,2.0,,,2616.0,0.000251,,600.0
CountMinSketch,0.6304347826086957,,0.004937718905538,2.0,,,2680.0,0.000276,,650.0
CountMinSketch,0.6304347826086957,,0.0109026034095414,2.0,,,2729.0,0.000291,,700.0
CountMinSketch,0.6304347826086957,,0.0039477839772606,2.0,,,2762.0,0.000314,,750.0
CountMinSketch,0.6304347826086957,,0.0069211907084661,2.0,,,2819.0,0.000337,,800.0
CountMinSketch,0.6304347826086957,,0.0079147319544111,2.0,,,2835.0,0.000355,,850.0
CountMinSketch,0.6304347826086957,,0.0069211907084661,2.0,,,2853.0,0.000377,,900.0
CountMinSketch,0.6304347826086957,,0.0059288537549406,2.0,,,2909.0,0.000402,,950.0
CountMinSketch,0.6304347826086957,,0.0059288537549406,2.0,,,2974.0,0.000427,,1000.0
MinHash,0.630435,0.00956522,,,1600.0,2.7e-07,,,50.0,
MinHash,0.630435,0.0995652,,,3200.0,3.76e-07,,,100.0,
MinHash,0.630435,0.0895652,,,6400.0,7.17e-07,,,200.0,
MinHash,0.630435,0.0728986,,,9600.0,1.161e-06,,,300.0,
MinHash,0.630435,0.0620652,,,12800.0,1.522e-06,,,400.0,
MinHash,0.630435,0.0755652,,,16000.0,1.89e-06,,,500.0,
MinHash,0.630435,0.0778986,,,19200.0,2.238e-06,,,600.0,
MinHash,0.630435,0.0952795,,,22400.0,2.51e-06,,,700.0,
MinHash,0.630435,0.0720652,,,25600.0,3.045e-06,,,800.0,
MinHash,0.630435,0.0717874,,,28800.0,3.419e-06,,,900.0,
MinHash,0.630435,0.0685652,,,32000.0,3.736e-06,,,1000.0,
MinHash,0.630435,0.0786561,,,35200.0,4.004e-06,,,1100.0,
MinHash,0.630435,0.0503986,,,38400.0,4.69e-06,,,1200.0,
MinHash,0.630435,0.068796,,,41600.0,4.98e-06,,,1300.0,
MinHash,0.630435,0.0681366,,,44800.0,5.441e-06,,,1400.0,
MinHash,0.630435,0.0735652,,,48000.0,5.52e-06,,,1500.0,
MinHash,0.630435,0.0658152,,,51200.0,6.218e-06,,,1600.0,
MinHash,0.630435,0.0625064,,,54400.0,6.411e-06,,,1700.0,
MinHash,0.630435,0.0606763,,,57600.0,6.902e-06,,,1800.0,
MinHash,0.630435,0.0564073,,,60800.0,7.659e-06,,,1900.0,
MinHash,0.630435,0.0660652,,,64000.0,7.794e-06,,,2000.0,
