method,minhash_depth,cms_width,cms_depth,size_minhash,size_cms,time_minhash,time_cms,error_minhash,error_cms,jaccard_similarity
MinHash,50.0,,,200.0,,0.000010,,0.05142857142857138,,0.5714285714285714
MinHash,100.0,,,400.0,,0.000017,,0.008571428571428563,,0.5714285714285714
MinHash,200.0,,,800.0,,0.000033,,0.0035714285714285587,,0.5714285714285714
MinHash,300.0,,,1200.0,,0.000051,,0.0019047619047619646,,0.5714285714285714
MinHash,400.0,,,1600.0,,0.000069,,0.011428571428571344,,0.5714285714285714
MinHash,500.0,,,2000.0,,0.000088,,0.015428571428571347,,0.5714285714285714
MinHash,600.0,,,2400.0,,0.000111,,0.00309523809523804,,0.5714285714285714
MinHash,700.0,,,2800.0,,0.000128,,0.008571428571428563,,0.5714285714285714
MinHash,800.0,,,3200.0,,0.000149,,0.008928571428571397,,0.5714285714285714
MinHash,900.0,,,3600.0,,0.000165,,0.012539682539682517,,0.5714285714285714
MinHash,1000.0,,,4000.0,,0.000188,,0.013428571428571345,,0.5714285714285714
MinHash,1100.0,,,4400.0,,0.000204,,0.008701298701298654,,0.5714285714285714
MinHash,1200.0,,,4800.0,,0.000224,,0.0055952380952380976,,0.5714285714285714
MinHash,1300.0,,,5200.0,,0.000245,,0.0014285714285714457,,0.5714285714285714
MinHash,1400.0,,,5600.0,,0.000266,,0.00642857142857145,,0.5714285714285714
MinHash,1500.0,,,6000.0,,0.000284,,0.0012380952380952603,,0.5714285714285714
MinHash,1600.0,,,6400.0,,0.000304,,0.00044642857142862535,,0.5714285714285714
MinHash,1700.0,,,6800.0,,0.000319,,0.004957983193277227,,0.5714285714285714
MinHash,1800.0,,,7200.0,,0.000342,,0.004761904761904745,,0.5714285714285714
MinHash,1900.0,,,7600.0,,0.000359,,0.004586466165413472,,0.5714285714285714
MinHash,2000.0,,,8000.0,,0.000379,,0.00642857142857145,,0.5714285714285714
CountMinSketch,,25.0,2.0,,30.0,,0.000011,,0.0,0.5714285714285714
CountMinSketch,,50.0,2.0,,36.0,,0.000019,,0.0,0.5714285714285714
CountMinSketch,,100.0,2.0,,49.0,,0.000036,,0.0,0.5714285714285714
CountMinSketch,,150.0,2.0,,61.0,,0.000055,,0.0,0.5714285714285714
CountMinSketch,,200.0,2.0,,74.0,,0.000076,,0.0,0.5714285714285714
CountMinSketch,,250.0,2.0,,86.0,,0.000097,,0.0,0.5714285714285714
CountMinSketch,,300.0,2.0,,99.0,,0.000117,,0.0,0.5714285714285714
CountMinSketch,,350.0,2.0,,111.0,,0.000139,,0.0,0.5714285714285714
CountMinSketch,,400.0,2.0,,124.0,,0.000161,,0.0,0.5714285714285714
CountMinSketch,,450.0,2.0,,136.0,,0.000185,,0.0,0.5714285714285714
CountMinSketch,,500.0,2.0,,149.0,,0.000205,,0.0,0.5714285714285714
CountMinSketch,,550.0,2.0,,161.0,,0.000225,,0.0,0.5714285714285714
CountMinSketch,,600.0,2.0,,174.0,,0.000248,,0.0,0.5714285714285714
CountMinSketch,,650.0,2.0,,186.0,,0.000264,,0.0,0.5714285714285714
CountMinSketch,,700.0,2.0,,199.0,,0.000292,,0.0,0.5714285714285714
CountMinSketch,,750.0,2.0,,211.0,,0.000311,,0.0,0.5714285714285714
CountMinSketch,,800.0,2.0,,224.0,,0.000336,,0.0,0.5714285714285714
CountMinSketch,,850.0,2.0,,236.0,,0.000350,,0.0,0.5714285714285714
CountMinSketch,,900.0,2.0,,249.0,,0.000375,,0.0,0.5714285714285714
CountMinSketch,,950.0,2.0,,261.0,,0.000400,,0.0,0.5714285714285714
CountMinSketch,,1000.0,2.0,,274.0,,0.000417,,0.0,0.5714285714285714
