method,minhash_depth,cms_width,cms_depth,size_minhash,size_cms,time_minhash,time_cms,error_minhash,error_cms,jaccard_similarity
MinHash,50.0,,,200.0,,0.000011,,0.07692307692307687,,0.9230769230769231
MinHash,100.0,,,400.0,,0.000019,,0.036923076923076836,,0.9230769230769231
MinHash,200.0,,,800.0,,0.000034,,0.04192307692307684,,0.9230769230769231
MinHash,300.0,,,1200.0,,0.000050,,0.04025641025641025,,0.9230769230769231
MinHash,400.0,,,1600.0,,0.000072,,0.02442307692307688,,0.9230769230769231
MinHash,500.0,,,2000.0,,0.000094,,0.022923076923076824,,0.9230769230769231
MinHash,600.0,,,2400.0,,0.000111,,0.018589743589743524,,0.9230769230769231
MinHash,700.0,,,2800.0,,0.000131,,0.01692307692307682,,0.9230769230769231
MinHash,800.0,,,3200.0,,0.000149,,0.01067307692307684,,0.9230769230769231
MinHash,900.0,,,3600.0,,0.000167,,0.012478632478632457,,0.9230769230769231
MinHash,1000.0,,,4000.0,,0.000191,,0.012923076923076926,,0.9230769230769231
MinHash,1100.0,,,4400.0,,0.000206,,0.01692307692307682,,0.9230769230769231
MinHash,1200.0,,,4800.0,,0.000235,,0.012756410256410167,,0.9230769230769231
MinHash,1300.0,,,5200.0,,0.000249,,0.012307692307692242,,0.9230769230769231
MinHash,1400.0,,,5600.0,,0.000265,,0.009780219780219701,,0.9230769230769231
MinHash,1500.0,,,6000.0,,0.000291,,0.004256410256410215,,0.9230769230769231
MinHash,1600.0,,,6400.0,,0.000302,,0.002548076923076903,,0.9230769230769231
MinHash,1700.0,,,6800.0,,0.000328,,0.003981900452488585,,0.9230769230769231
MinHash,1800.0,,,7200.0,,0.000346,,0.0052564102564102155,,0.9230769230769231
MinHash,1900.0,,,7600.0,,0.000362,,0.0042914979757084915,,0.9230769230769231
MinHash,2000.0,,,8000.0,,0.000386,,0.007423076923076866,,0.9230769230769231
CountMinSketch,,25.0,2.0,,96.0,,0.000011,,0.0027776749009295054,0.9230769230769231
CountMinSketch,,50.0,2.0,,118.0,,0.000019,,0.001850892130006665,0.9230769230769231
CountMinSketch,,100.0,2.0,,146.0,,0.000036,,0.001850892130006665,0.9230769230769231
CountMinSketch,,150.0,2.0,,162.0,,0.000055,,0.0,0.9230769230769231
CountMinSketch,,200.0,2.0,,171.0,,0.000077,,0.001850892130006665,0.9230769230769231
CountMinSketch,,250.0,2.0,,187.0,,0.000100,,0.0,0.9230769230769231
CountMinSketch,,300.0,2.0,,199.0,,0.000122,,0.0,0.9230769230769231
CountMinSketch,,350.0,2.0,,212.0,,0.000144,,0.0,0.9230769230769231
CountMinSketch,,400.0,2.0,,224.0,,0.000162,,0.0,0.9230769230769231
CountMinSketch,,450.0,2.0,,237.0,,0.000185,,0.0,0.9230769230769231
CountMinSketch,,500.0,2.0,,249.0,,0.000209,,0.0,0.9230769230769231
CountMinSketch,,550.0,2.0,,262.0,,0.000227,,0.0,0.9230769230769231
CountMinSketch,,600.0,2.0,,274.0,,0.000252,,0.0,0.9230769230769231
CountMinSketch,,650.0,2.0,,283.0,,0.000266,,0.001850892130006665,0.9230769230769231
CountMinSketch,,700.0,2.0,,299.0,,0.000294,,0.0,0.9230769230769231
CountMinSketch,,750.0,2.0,,312.0,,0.000312,,0.0,0.9230769230769231
CountMinSketch,,800.0,2.0,,324.0,,0.000335,,0.0,0.9230769230769231
CountMinSketch,,850.0,2.0,,337.0,,0.000352,,0.0,0.9230769230769231
CountMinSketch,,900.0,2.0,,349.0,,0.000372,,0.0,0.9230769230769231
CountMinSketch,,950.0,2.0,,362.0,,0.000397,,0.0,0.9230769230769231
CountMinSketch,,1000.0,2.0,,374.0,,0.000412,,0.0,0.9230769230769231
