method,minhash_depth,cms_width,cms_depth,size_minhash,size_cms,time_minhash,time_cms,error_minhash,error_cms,jaccard_similarity
MinHash,50.0,,,200.0,,0.000010,,0.08582020389249312,,0.6858202038924931
MinHash,100.0,,,400.0,,0.000018,,0.08582020389249312,,0.6858202038924931
MinHash,200.0,,,800.0,,0.000035,,0.0708202038924931,,0.6858202038924931
MinHash,300.0,,,1200.0,,0.000051,,0.029153537225826476,,0.6858202038924931
MinHash,400.0,,,1600.0,,0.000072,,0.015820203892493057,,0.6858202038924931
MinHash,500.0,,,2000.0,,0.000090,,0.0018202038924930442,,0.6858202038924931
MinHash,600.0,,,2400.0,,0.000110,,0.010820203892493052,,0.6858202038924931
MinHash,700.0,,,2800.0,,0.000131,,0.0015344896067788216,,0.6858202038924931
MinHash,800.0,,,3200.0,,0.000149,,0.014570203892493083,,0.6858202038924931
MinHash,900.0,,,3600.0,,0.000168,,0.01359798167027082,,0.6858202038924931
MinHash,1000.0,,,4000.0,,0.000187,,0.01782020389249306,,0.6858202038924931
MinHash,1100.0,,,4400.0,,0.000207,,0.015820203892493057,,0.6858202038924931
MinHash,1200.0,,,4800.0,,0.000233,,0.015820203892493057,,0.6858202038924931
MinHash,1300.0,,,5200.0,,0.000245,,0.010435588507877736,,0.6858202038924931
MinHash,1400.0,,,5600.0,,0.000266,,0.008677346749635939,,0.6858202038924931
MinHash,1500.0,,,6000.0,,0.000289,,0.007153537225826456,,0.6858202038924931
MinHash,1600.0,,,6400.0,,0.000305,,0.005195203892493061,,0.6858202038924931
MinHash,1700.0,,,6800.0,,0.000324,,0.0052319685983754916,,0.6858202038924931
MinHash,1800.0,,,7200.0,,0.000342,,0.0069313150036042215,,0.6858202038924931
MinHash,1900.0,,,7600.0,,0.000364,,0.004767572313545743,,0.6858202038924931
MinHash,2000.0,,,8000.0,,0.000382,,0.006320203892493104,,0.6858202038924931
CountMinSketch,,25.0,2.0,,104.0,,0.000011,,0.01577006738907849,0.6858202038924931
CountMinSketch,,50.0,2.0,,121.0,,0.000020,,0.011008154316462182,0.6858202038924931
CountMinSketch,,100.0,2.0,,146.0,,0.000036,,0.011008154316462182,0.6858202038924931
CountMinSketch,,150.0,2.0,,162.0,,0.000056,,0.011008154316462182,0.6858202038924931
CountMinSketch,,200.0,2.0,,186.0,,0.000077,,0.0,0.6858202038924931
CountMinSketch,,250.0,2.0,,191.0,,0.000098,,0.0,0.6858202038924931
CountMinSketch,,300.0,2.0,,207.0,,0.000121,,0.011008154316462182,0.6858202038924931
CountMinSketch,,350.0,2.0,,227.0,,0.000143,,0.0,0.6858202038924931
CountMinSketch,,400.0,2.0,,240.0,,0.000162,,0.0,0.6858202038924931
CountMinSketch,,450.0,2.0,,241.0,,0.000185,,0.0,0.6858202038924931
CountMinSketch,,500.0,2.0,,261.0,,0.000204,,0.0,0.6858202038924931
CountMinSketch,,550.0,2.0,,277.0,,0.000224,,0.0,0.6858202038924931
CountMinSketch,,600.0,2.0,,286.0,,0.000256,,0.0,0.6858202038924931
CountMinSketch,,650.0,2.0,,302.0,,0.000268,,0.0,0.6858202038924931
CountMinSketch,,700.0,2.0,,315.0,,0.000296,,0.0,0.6858202038924931
CountMinSketch,,750.0,2.0,,324.0,,0.000312,,0.0,0.6858202038924931
CountMinSketch,,800.0,2.0,,340.0,,0.000336,,0.0,0.6858202038924931
CountMinSketch,,850.0,2.0,,349.0,,0.000356,,0.0,0.6858202038924931
CountMinSketch,,900.0,2.0,,361.0,,0.000378,,0.0,0.6858202038924931
CountMinSketch,,950.0,2.0,,374.0,,0.000400,,0.0,0.6858202038924931
CountMinSketch,,1000.0,2.0,,390.0,,0.000420,,0.0,0.6858202038924931
