method,minhash_depth,cms_width,cms_depth,size_minhash,size_cms,time_minhash,time_cms,error_minhash,error_cms,jaccard_similarity
MinHash,50.0,,,200.0,,0.000011,,0.03871921182266014,,0.5812807881773399
MinHash,100.0,,,400.0,,0.000017,,0.01871921182266012,,0.5812807881773399
MinHash,200.0,,,800.0,,0.000033,,0.02871921182266013,,0.5812807881773399
MinHash,300.0,,,1200.0,,0.000051,,0.02871921182266013,,0.5812807881773399
MinHash,400.0,,,1600.0,,0.000069,,0.021219211822660178,,0.5812807881773399
MinHash,500.0,,,2000.0,,0.000088,,0.022719211822660124,,0.5812807881773399
MinHash,600.0,,,2400.0,,0.000109,,0.012052545155993521,,0.5812807881773399
MinHash,700.0,,,2800.0,,0.000129,,0.0030049261083744394,,0.5812807881773399
MinHash,800.0,,,3200.0,,0.000147,,0.0062192118226601645,,0.5812807881773399
MinHash,900.0,,,3600.0,,0.000167,,0.0035030103995621342,,0.5812807881773399
MinHash,1000.0,,,4000.0,,0.000183,,0.007280788177339903,,0.5812807881773399
MinHash,1100.0,,,4400.0,,0.000207,,0.0030989699955217276,,0.5812807881773399
MinHash,1200.0,,,4800.0,,0.000222,,0.002947454844006492,,0.5812807881773399
MinHash,1300.0,,,5200.0,,0.000244,,0.0012807881773398977,,0.5812807881773399
MinHash,1400.0,,,5600.0,,0.000261,,0.0030049261083744394,,0.5812807881773399
MinHash,1500.0,,,6000.0,,0.000283,,5.254515599351084e-05,,0.5812807881773399
MinHash,1600.0,,,6400.0,,0.000303,,0.004969211822660191,,0.5812807881773399
MinHash,1700.0,,,6800.0,,0.000322,,0.004601564763836663,,0.5812807881773399
MinHash,1800.0,,,7200.0,,0.000341,,0.0037192118226601067,,0.5812807881773399
MinHash,1900.0,,,7600.0,,0.000361,,0.0008244749805549345,,0.5812807881773399
MinHash,2000.0,,,8000.0,,0.000379,,0.004219211822660163,,0.5812807881773399
CountMinSketch,,25.0,2.0,,80.0,,0.000010,,0.005863834814007429,0.5812807881773399
CountMinSketch,,50.0,2.0,,102.0,,0.000019,,0.003904397007845284,0.5812807881773399
CountMinSketch,,100.0,2.0,,115.0,,0.000036,,0.003904397007845284,0.5812807881773399
CountMinSketch,,150.0,2.0,,127.0,,0.000056,,0.003904397007845284,0.5812807881773399
CountMinSketch,,200.0,2.0,,140.0,,0.000077,,0.003904397007845284,0.5812807881773399
CountMinSketch,,250.0,2.0,,156.0,,0.000098,,0.0,0.5812807881773399
CountMinSketch,,300.0,2.0,,165.0,,0.000118,,0.003904397007845284,0.5812807881773399
CountMinSketch,,350.0,2.0,,181.0,,0.000141,,0.0,0.5812807881773399
CountMinSketch,,400.0,2.0,,190.0,,0.000164,,0.003904397007845284,0.5812807881773399
CountMinSketch,,450.0,2.0,,206.0,,0.000183,,0.0,0.5812807881773399
CountMinSketch,,500.0,2.0,,218.0,,0.000203,,0.0,0.5812807881773399
CountMinSketch,,550.0,2.0,,231.0,,0.000227,,0.0,0.5812807881773399
CountMinSketch,,600.0,2.0,,240.0,,0.000244,,0.003904397007845284,0.5812807881773399
CountMinSketch,,650.0,2.0,,256.0,,0.000269,,0.0,0.5812807881773399
CountMinSketch,,700.0,2.0,,268.0,,0.000292,,0.0,0.5812807881773399
CountMinSketch,,750.0,2.0,,281.0,,0.000312,,0.0,0.5812807881773399
CountMinSketch,,800.0,2.0,,290.0,,0.000334,,0.003904397007845284,0.5812807881773399
CountMinSketch,,850.0,2.0,,306.0,,0.000357,,0.0,0.5812807881773399
CountMinSketch,,900.0,2.0,,318.0,,0.000379,,0.0,0.5812807881773399
CountMinSketch,,950.0,2.0,,331.0,,0.000396,,0.0,0.5812807881773399
CountMinSketch,,1000.0,2.0,,343.0,,0.000418,,0.0,0.5812807881773399
