method,minhash_depth,cms_width,cms_depth,size_minhash,size_cms,time_minhash,time_cms,error_minhash,error_cms,jaccard_similarity
MinHash,50.0,,,200.0,,0.000019,,0.03701421800947868,,0.9229857819905213
MinHash,100.0,,,400.0,,0.000017,,0.017014218009478665,,0.9229857819905213
MinHash,200.0,,,800.0,,0.000033,,0.002014218009478763,,0.9229857819905213
MinHash,300.0,,,1200.0,,0.000052,,0.0036808846761453573,,0.9229857819905213
MinHash,400.0,,,1600.0,,0.000071,,0.014514218009478719,,0.9229857819905213
MinHash,500.0,,,2000.0,,0.000089,,0.011014218009478771,,0.9229857819905213
MinHash,600.0,,,2400.0,,0.000112,,0.017014218009478665,,0.9229857819905213
MinHash,700.0,,,2800.0,,0.000132,,0.017014218009478665,,0.9229857819905213
MinHash,800.0,,,3200.0,,0.000151,,0.013264218009478745,,0.9229857819905213
MinHash,900.0,,,3600.0,,0.000168,,0.01145866245392313,,0.9229857819905213
MinHash,1000.0,,,4000.0,,0.000186,,0.011014218009478771,,0.9229857819905213
MinHash,1100.0,,,4400.0,,0.000207,,0.010650581645842316,,0.9229857819905213
MinHash,1200.0,,,4800.0,,0.000225,,0.012847551342812014,,0.9229857819905213
MinHash,1300.0,,,5200.0,,0.000244,,0.007783448778709512,,0.9229857819905213
MinHash,1400.0,,,5600.0,,0.000268,,0.008442789438050102,,0.9229857819905213
MinHash,1500.0,,,6000.0,,0.000287,,0.007014218009478768,,0.9229857819905213
MinHash,1600.0,,,6400.0,,0.000306,,0.010139218009478701,,0.9229857819905213
MinHash,1700.0,,,6800.0,,0.000327,,0.008778923891831658,,0.9229857819905213
MinHash,1800.0,,,7200.0,,0.000342,,0.009791995787256536,,0.9229857819905213
MinHash,1900.0,,,7600.0,,0.000365,,0.010698428535794502,,0.9229857819905213
MinHash,2000.0,,,8000.0,,0.000384,,0.008014218009478769,,0.9229857819905213
CountMinSketch,,25.0,2.0,,38.0,,0.000010,,0.0,0.9229857819905213
CountMinSketch,,50.0,2.0,,44.0,,0.000020,,0.0,0.9229857819905213
CountMinSketch,,100.0,2.0,,56.0,,0.000036,,0.0,0.9229857819905213
CountMinSketch,,150.0,2.0,,69.0,,0.000055,,0.0,0.9229857819905213
CountMinSketch,,200.0,2.0,,81.0,,0.000077,,0.0,0.9229857819905213
CountMinSketch,,250.0,2.0,,94.0,,0.000099,,0.0,0.9229857819905213
CountMinSketch,,300.0,2.0,,106.0,,0.000123,,0.0,0.9229857819905213
CountMinSketch,,350.0,2.0,,119.0,,0.000140,,0.0,0.9229857819905213
CountMinSketch,,400.0,2.0,,131.0,,0.000160,,0.0,0.9229857819905213
CountMinSketch,,450.0,2.0,,144.0,,0.000183,,0.0,0.9229857819905213
CountMinSketch,,500.0,2.0,,156.0,,0.000219,,0.0,0.9229857819905213
CountMinSketch,,550.0,2.0,,169.0,,0.000240,,0.0,0.9229857819905213
CountMinSketch,,600.0,2.0,,181.0,,0.000245,,0.0,0.9229857819905213
CountMinSketch,,650.0,2.0,,194.0,,0.000270,,0.0,0.9229857819905213
CountMinSketch,,700.0,2.0,,206.0,,0.000292,,0.0,0.9229857819905213
CountMinSketch,,750.0,2.0,,219.0,,0.000309,,0.0,0.9229857819905213
CountMinSketch,,800.0,2.0,,231.0,,0.000334,,0.0,0.9229857819905213
CountMinSketch,,850.0,2.0,,244.0,,0.000354,,0.0,0.9229857819905213
CountMinSketch,,900.0,2.0,,256.0,,0.000377,,0.0,0.9229857819905213
CountMinSketch,,950.0,2.0,,269.0,,0.000396,,0.0,0.9229857819905213
CountMinSketch,,1000.0,2.0,,281.0,,0.000418,,0.0,0.9229857819905213
