query,selectivity,time lsh,time linear search
set_102393.csv,low,0.0004696846008300781,0.0068781375885009766
set_102484.csv,low,0.00027942657470703125,0.006098508834838867
set_3035222.csv,low,0.0003559589385986328,0.0032961368560791016
set_102630.csv,low,0.0004329681396484375,0.006927490234375
set_549089.csv,medium,0.0002810955047607422,0.001722574234008789
set_102394.csv,low,0.0004200935363769531,0.006816387176513672
set_3948698.csv,low,0.0003712177276611328,0.004292726516723633
set_1647205.csv,low,0.0003077983856201172,0.0029358863830566406
set_1439401.csv,low,0.00033354759216308594,0.004796266555786133
set_4378362.csv,low,0.0003151893615722656,0.004187107086181641
set_3035077.csv,low,0.000331878662109375,0.003537416458129883
set_1647175.csv,low,0.0003123283386230469,0.003030061721801758
set_4378352.csv,low,0.0002980232238769531,0.004142284393310547
set_4846367.csv,low,0.0002627372741699219,0.0020940303802490234
set_3035261.csv,low,0.00034332275390625,0.0033445358276367188
set_1650332.csv,low,0.0003445148468017578,0.00644993782043457
set_1655381.csv,medium,0.0002856254577636719,0.0025794506072998047
set_1082641.csv,medium,0.0002582073211669922,0.00308990478515625
set_3279341.csv,medium,0.0002682209014892578,0.002240419387817383
set_3287684.csv,medium,0.0002734661102294922,0.0017380714416503906
set_3225324.csv,medium,0.00032830238342285156,0.0039031505584716797
set_2022878.csv,medium,0.00023508071899414062,0.0007903575897216797
set_2022766.csv,medium,0.0002472400665283203,0.0013337135314941406
set_2757622.csv,medium,0.0002205371856689453,0.0004811286926269531
set_1649665.csv,medium,0.00025582313537597656,0.002453327178955078
set_1941277.csv,medium,0.0003039836883544922,0.0026481151580810547
set_1466953.csv,medium,0.0002079010009765625,0.0005214214324951172
set_3225313.csv,medium,0.000339508056640625,0.0038683414459228516
set_1302350.csv,medium,0.0003056526184082031,0.0050542354583740234
set_100477.csv,medium,0.0002415180206298828,0.0015387535095214844
set_1237906.csv,high,0.0001850128173828125,0.0001068115234375
set_2062632.csv,high,0.00038886070251464844,0.04090094566345215
set_2675679.csv,high,0.0004239082336425781,0.03846430778503418
set_1082432.csv,high,0.0003082752227783203,0.0034058094024658203
set_4349463.csv,high,0.00022411346435546875,0.00024580955505371094
set_4598170.csv,high,0.0002493858337402344,0.0011415481567382812
set_1649507.csv,high,0.00023484230041503906,0.001459360122680664
set_1655666.csv,high,0.0002605915069580078,0.013918399810791016
set_3798495.csv,high,0.00023508071899414062,0.00024628639221191406
set_3079718.csv,high,0.0002391338348388672,0.0020389556884765625
set_3826120.csv,high,0.00022101402282714844,0.0005397796630859375
set_4001420.csv,high,0.00020265579223632812,0.00029778480529785156
set_4058082.csv,high,0.00022172927856445312,0.0004420280456542969
set_3363156.csv,high,0.0002200603485107422,0.00042629241943359375
set_439649.csv,high,0.0002827644348144531,0.004425525665283203
