kcey-vehy.csv,qsurveyzone_home,high,0.0003044605255126953,0.00043272972106933594,0.00043082237243652344,0.0005457401275634766,14959,29434,44634,59469,nyc
naib-xtez.csv,a40_taking_property_without,medium,0.00680851936340332,0.013965368270874023,0.019418954849243164,0.0251157283782959,14869,29910,44501,59469,nyc
t5qg-w9sq.csv,B31 Scholastic Dishonesty R,medium,0.006186962127685547,0.013314962387084961,0.01973557472229004,0.025082111358642578,14654,29590,44643,59469,nyc
disc.csv,A52 Group Violence S,medium,0.006091594696044922,0.012734413146972656,0.019866466522216797,0.027709007263183594,14748,29601,44453,59469,nyc
9cvd-uyw6.csv,ELL PRINCIPAL,medium,0.006232023239135742,0.012450456619262695,0.0182650089263916,0.02296757698059082,14728,29851,44536,59469,nyc
64pu-zyr2.csv,A36 Intimidating and Bullying Behavior R,medium,0.006120204925537109,0.011930227279663086,0.018992185592651367,0.023365497589111328,14781,29682,44560,59469,nyc
g3xg-qtbc.csv,approx_date_closed,high,0.00023508071899414062,0.0004093647003173828,0.0003540515899658203,0.0004279613494873047,14813,29782,44720,59469,nyc
uu87-uz8m.csv,asc_contact_perp,high,0.0014772415161132812,0.0024144649505615234,0.003036022186279297,0.004599809646606445,14634,29765,44749,59469,nyc
vc9v-wg6y.csv,ell_arabic,high,0.00109100341796875,0.0028524398803710938,0.003737211227416992,0.004891633987426758,14877,29654,44448,59469,nyc
naib-xtez.csv,a59_using_weapon_other_than,medium,0.012846946716308594,0.02243971824645996,0.03626751899719238,0.04751849174499512,14734,29660,44628,59469,nyc
268n-a7em.csv,local,high,0.0005109310150146484,0.0006647109985351562,0.0008406639099121094,0.0011093616485595703,14916,29794,44672,59469,nyc
reri-chf8.csv,grade_12,high,0.00041675567626953125,0.0005083084106445312,0.0007865428924560547,0.0008873939514160156,14822,29743,44612,59469,nyc
2ps2-dsjr.csv,_05_principal,medium,0.013051509857177734,0.02499842643737793,0.0361781120300293,0.08390569686889648,14872,29609,44633,59469,nyc
iz2q-9x8d.csv,total_est_fee,high,0.0004363059997558594,0.00046706199645996094,0.0004413127899169922,0.0005366802215576172,14850,29791,44699,59469,nyc
disc.csv,A29 Gang Related Behavior R,medium,0.011451959609985352,0.01513218879699707,0.03655529022216797,0.07074809074401855,14931,29744,44632,59469,nyc
i6ky-n2wd.csv,_2_superintendent,medium,0.012255430221557617,0.017908334732055664,0.03635120391845703,0.04704785346984863,14826,29898,44568,59469,nyc
kg6x-kv5b.csv,10 REMOVALS,medium,0.011606931686401367,0.017217397689819336,0.03489804267883301,0.047187089920043945,15044,29798,44575,59469,nyc
45nu-yrf2.csv,6 EXPULSIONS,medium,0.011392593383789062,0.026384830474853516,0.036348581314086914,0.03881549835205078,14877,29643,44542,59469,nyc
r5p4-2qap.csv,18 PRINCIPAL,medium,0.012481927871704102,0.025262832641601562,0.03442025184631348,0.040426015853881836,14634,29552,44533,59469,nyc
6bqn-qdwq.csv,tnc_mode,high,0.0037741661071777344,0.01192927360534668,0.011328935623168945,0.02611827850341797,14803,29712,44729,59469,nyc
ek6b-5n74.csv,description_of_code,high,0.00043845176696777344,0.0008916854858398438,0.0006422996520996094,0.0006902217864990234,14847,29659,44439,59469,nyc
fx4z-5xg2.csv,stop_question_frisk_complaint,high,0.002386331558227539,0.0046236515045166016,0.005880832672119141,0.008261442184448242,14716,29610,44490,59469,nyc
disc.csv,A37 Intimidating and Bullying Behavior  S,medium,0.01223611831665039,0.022851943969726562,0.033362388610839844,0.043582916259765625,14822,29829,44663,59469,nyc
x5tk-fa54.csv,year_5_estimate,high,0.009640932083129883,0.02120208740234375,0.02984476089477539,0.03373122215270996,14893,29644,44822,59469,nyc
ijzq-5wy8.csv,modes_used_june_bus,medium,0.019440174102783203,0.04241824150085449,0.060698747634887695,0.06570219993591309,14944,29595,44666,59469,nyc
nbun-wekj.csv,municipally_supplied_potable_1,low,0.00693202018737793,0.014223814010620117,0.021229028701782227,0.028235912322998047,14861,29688,44659,59469,nyc
njjd-3gve.csv,q20_r7_c4,low,0.010184764862060547,0.019120454788208008,0.02813243865966797,0.03909635543823242,14930,29808,44836,59469,nyc
yr5p-wjer.csv,stadium_closed_gross_floor,low,0.006819486618041992,0.014786720275878906,0.021389484405517578,0.029677867889404297,14623,29698,44649,59469,nyc
utpj-74fz.csv,retail_store_number_of_open,low,0.00716090202331543,0.01503610610961914,0.020374298095703125,0.027704954147338867,14746,29813,44581,59469,nyc
yr5p-wjer.csv,worship_facility_gross_floor,low,0.007339000701904297,0.01648259162902832,0.022106647491455078,0.0289764404296875,14909,29679,44744,59469,nyc
wa2y-rh4b.csv,noncity_yr1_plan,low,0.010255813598632812,0.020720720291137695,0.027843952178955078,0.03706479072570801,14914,29892,44691,59469,nyc
wcm8-aq5w.csv,percent_of_electricity_that,low,0.009322643280029297,0.019465923309326172,0.02857375144958496,0.03814196586608887,15072,29636,44711,59469,nyc
njjd-3gve.csv,q21_r4_c2,low,0.009435892105102539,0.01941990852355957,0.027831315994262695,0.03808927536010742,14945,29848,44574,59469,nyc
f33j-ecpr.csv,q21_r1_c2,low,0.01037144660949707,0.023049354553222656,0.03588080406188965,0.044289588928222656,14788,29688,44550,59469,nyc
utpj-74fz.csv,percent_of_electricity_that,low,0.009621620178222656,0.021025657653808594,0.028382062911987305,0.03820347785949707,14834,29857,44755,59469,nyc
m8p6-tp4b.csv,yrb_rng,low,0.00982522964477539,0.018358469009399414,0.03139972686767578,0.038117408752441406,14844,29854,44642,59469,nyc
