method,query file,query column,query selectivity,accuracy,precision,recall,f1 score,time,threshold,dataset name
cms,wa2y-rh4b.csv,noncity_yr1_plan,low,0.9999831845163026,0.9991742361684558,1.0,0.9995869475423378,698.8992207050323,0.7,nyc
cms_sampling,wa2y-rh4b.csv,noncity_yr1_plan,low,0.9994955354890784,0.9781199351701784,0.9975206611570248,0.9877250409165302,346.9136414527893,0.7,nyc
cms_earlystopping,wa2y-rh4b.csv,noncity_yr1_plan,low,0.9999831845163026,0.9991742361684558,1.0,0.9995869475423378,70.80619311332703,0.7,nyc
cms_minhash,wa2y-rh4b.csv,noncity_yr1_plan,low,0.999697321293447,0.9877250409165302,0.9975206611570248,0.9925986842105264,0.9250264167785645,0.7,nyc
cms_minhash_lsh,wa2y-rh4b.csv,noncity_yr1_plan,low,0.999697321293447,0.9877250409165302,0.9975206611570248,0.9925986842105264,0.0357415676116943,0.7,nyc
cms,6e44-8i2s.csv,larceny_or_other_theft_with_weapon_s,low,1.0,1.0,1.0,1.0,698.3946232795715,0.7,nyc
cms_sampling,6e44-8i2s.csv,larceny_or_other_theft_with_weapon_s,low,0.9995964283912628,0.9892739273927392,0.990909090909091,0.99009083402147,346.048091173172,0.7,nyc
cms_earlystopping,6e44-8i2s.csv,larceny_or_other_theft_with_weapon_s,low,1.0,1.0,1.0,1.0,70.29021954536438,0.7,nyc
cms_minhash,6e44-8i2s.csv,larceny_or_other_theft_with_weapon_s,low,0.9998150296793288,0.9934156378600824,0.9975206611570248,0.9954639175257732,0.9111506938934326,0.7,nyc
cms_minhash_lsh,6e44-8i2s.csv,larceny_or_other_theft_with_weapon_s,low,0.9998150296793288,0.9934156378600824,0.9975206611570248,0.9954639175257732,0.0366787910461425,0.7,nyc
cms,m8p6-tp4b.csv,yrb_rng,low,1.0,1.0,1.0,1.0,699.315491437912,0.7,nyc
cms_sampling,m8p6-tp4b.csv,yrb_rng,low,0.9995459819401704,0.9868312757201646,0.990909090909091,0.9888659793814432,346.9222218990326,0.7,nyc
cms_earlystopping,m8p6-tp4b.csv,yrb_rng,low,1.0,1.0,1.0,1.0,70.6069085597992,0.7,nyc
cms_minhash,m8p6-tp4b.csv,yrb_rng,low,0.999781398711934,0.9909762100082036,0.9983471074380166,0.9946480032935364,0.8733072280883789,0.7,nyc
cms_minhash_lsh,m8p6-tp4b.csv,yrb_rng,low,0.999781398711934,0.9909762100082036,0.9983471074380166,0.9946480032935364,0.0365235805511474,0.7,nyc
cms,wcm8-aq5w.csv,percent_of_electricity_that,low,1.0,1.0,1.0,1.0,699.6906087398529,0.7,nyc
cms_sampling,wcm8-aq5w.csv,percent_of_electricity_that,low,0.9995964283912628,0.9844771241830066,0.9958677685950412,0.990139687756779,346.86879992485046,0.7,nyc
cms_earlystopping,wcm8-aq5w.csv,percent_of_electricity_that,low,1.0,1.0,1.0,1.0,70.55910801887512,0.7,nyc
cms_minhash,wcm8-aq5w.csv,percent_of_electricity_that,low,0.9997309522608416,0.9885433715220948,0.9983471074380166,0.993421052631579,0.9865601062774658,0.7,nyc
cms_minhash_lsh,wcm8-aq5w.csv,percent_of_electricity_that,low,0.9997309522608416,0.9885433715220948,0.9983471074380166,0.993421052631579,0.0370869636535644,0.7,nyc
cms,utpj-74fz.csv,percent_of_electricity_that,low,1.0,1.0,1.0,1.0,700.528302192688,0.7,nyc
cms_sampling,utpj-74fz.csv,percent_of_electricity_that,low,0.9995964283912628,0.9892739273927392,0.990909090909091,0.99009083402147,347.5578753948212,0.7,nyc
cms_earlystopping,utpj-74fz.csv,percent_of_electricity_that,low,1.0,1.0,1.0,1.0,70.72024703025818,0.7,nyc
cms_minhash,utpj-74fz.csv,percent_of_electricity_that,low,0.9997645832282366,0.9925864909390444,0.9958677685950412,0.9942244224422444,0.9201259613037108,0.7,nyc
cms_minhash_lsh,utpj-74fz.csv,percent_of_electricity_that,low,0.9997645832282366,0.9925864909390444,0.9958677685950412,0.9942244224422444,0.0368812084197998,0.7,nyc
cms,f33j-ecpr.csv,q21_r1_c2,low,1.0,1.0,1.0,1.0,700.9265105724335,0.7,nyc
cms_sampling,f33j-ecpr.csv,q21_r1_c2,low,0.999562797423868,0.989067055393586,0.9919590643274854,0.9905109489051096,347.1870217323303,0.7,nyc
cms_earlystopping,f33j-ecpr.csv,q21_r1_c2,low,1.0,1.0,1.0,1.0,73.34404373168945,0.7,nyc
cms_minhash,f33j-ecpr.csv,q21_r1_c2,low,0.9994282735542888,0.9764285714285714,0.9992690058479532,0.9877167630057804,0.9962046146392822,0.7,nyc
cms_minhash_lsh,f33j-ecpr.csv,q21_r1_c2,low,0.9994282735542888,0.9764285714285714,0.9992690058479532,0.9877167630057804,0.0413732528686523,0.7,nyc
