query,selectivity,time lsh,time linear search
set_102393.csv,low,0.0004203319549560547,0.0043871402740478516
set_102484.csv,low,0.00025582313537597656,0.003916025161743164
set_3035222.csv,low,0.0003097057342529297,0.002255678176879883
set_102630.csv,low,0.0003859996795654297,0.004277706146240234
set_549089.csv,medium,0.0002574920654296875,0.0011188983917236328
set_102394.csv,low,0.0003478527069091797,0.0042743682861328125
set_3948698.csv,low,0.0003237724304199219,0.0028595924377441406
set_1647205.csv,low,0.0002779960632324219,0.001905679702758789
set_1439401.csv,low,0.00029754638671875,0.0031898021697998047
set_4378362.csv,low,0.0002772808074951172,0.002719402313232422
set_3035077.csv,low,0.0002994537353515625,0.002404451370239258
set_1647175.csv,low,0.000270843505859375,0.0019621849060058594
set_4378352.csv,low,0.00025582313537597656,0.0026612281799316406
set_4846367.csv,low,0.0002472400665283203,0.0013816356658935547
set_3035261.csv,low,0.0003097057342529297,0.0022497177124023438
set_1650332.csv,low,0.00029754638671875,0.004229307174682617
set_1655381.csv,medium,0.00025391578674316406,0.0017478466033935547
set_1082641.csv,medium,0.00024175643920898438,0.002092599868774414
set_3279341.csv,medium,0.00026988983154296875,0.0014450550079345703
set_3287684.csv,medium,0.0002295970916748047,0.0011677742004394531
set_3225324.csv,medium,0.0002830028533935547,0.002562284469604492
set_2022878.csv,medium,0.00022339820861816406,0.0005044937133789062
set_2022766.csv,medium,0.00023436546325683594,0.000873565673828125
set_2757622.csv,medium,0.00023031234741210938,0.00032258033752441406
set_1649665.csv,medium,0.0002384185791015625,0.0015721321105957031
set_1941277.csv,medium,0.00026988983154296875,0.0017104148864746094
set_1466953.csv,medium,0.0002086162567138672,0.0003559589385986328
set_3225313.csv,medium,0.0002727508544921875,0.0025277137756347656
set_1302350.csv,medium,0.00028514862060546875,0.003245830535888672
set_100477.csv,medium,0.00024318695068359375,0.0010161399841308594
set_1237906.csv,high,0.00019216537475585938,6.580352783203125e-05
set_2062632.csv,high,0.0003333091735839844,0.027445554733276367
set_2675679.csv,high,0.00035643577575683594,0.026140213012695312
set_1082432.csv,high,0.00027871131896972656,0.0021250247955322266
set_4349463.csv,high,0.00022912025451660156,0.00016546249389648438
set_4598170.csv,high,0.0002541542053222656,0.0007557868957519531
set_1649507.csv,high,0.00022363662719726562,0.0009572505950927734
set_1655666.csv,high,0.0002281665802001953,0.009296417236328125
set_3798495.csv,high,0.00022125244140625,0.00012302398681640625
set_3079718.csv,high,0.0002307891845703125,0.0013232231140136719
set_3826120.csv,high,0.00022220611572265625,0.00034117698669433594
set_4001420.csv,high,0.0002033710479736328,0.00016999244689941406
set_4058082.csv,high,0.00022530555725097656,0.00028634071350097656
set_3363156.csv,high,0.00022673606872558594,0.0002791881561279297
set_439649.csv,high,0.0002777576446533203,0.003111124038696289
