query file,query column,number of elements,minhash creation time,lsh time,linear search time,threshold,dataset
confidence_score_lookup.csv,confidence_score,10,0.2311995029449463,0.00018596649169921875,7.2479248046875e-05,0.7,chembl
research_companies.csv,previous_company,101,0.2567105293273926,0.000186920166015625,2.5510787963867188e-05,0.7,chembl
biotherapeutics.csv,description,1250,0.46147847175598145,0.00018525123596191406,0.00012159347534179688,0.7,chembl
product_patents.csv,patent_use_code,10682,1.9519028663635254,0.0001964569091796875,0.00010180473327636719,0.7,chembl
assays.csv,assay_test_type,109229,20.550350666046143,0.0003113746643066406,4.0531158447265625e-05,0.7,chembl
compound_records.csv,src_compound_id,1307651,213.14600443840027,0.00019049644470214844,0.0007090568542480469,0.7,chembl
activities.csv,activity_comment,10337115,1736.7500143051147,0.0001819133758544922,2.4557113647460938e-05,0.7,chembl
