268n-a7em.csv,local,high,0.40266633,605
2ps2-dsjr.csv,_05_principal,medium,0.840698004,1001
45nu-yrf2.csv,6 EXPULSIONS,medium,0.899152517,1666
4nft-bihw.csv,tax_year,high,0.449120045,1001
4tys-3tzj.csv,multifamily_housing_number,low,0.451479912,1001
64pu-zyr2.csv,A36 Intimidating and Bullying Behavior R,medium,0.943422079,1744
6bqn-qdwq.csv,tnc_mode,high,0.535158873,1001
6e44-8i2s.csv,larceny_or_other_theft_with_weapon_s,low,0.397294283,1001
8nqg-ia7v.csv,flag_mc,high,0.341787338,493
9cvd-uyw6.csv,ELL PRINCIPAL,medium,0.958510876,1744
disc.csv,A37 Intimidating and Bullying Behavior  S,medium,0.882209778,1666
disc.csv,A29 Gang Related Behavior R,medium,0.907030582,1666
disc.csv,A52 Group Violence S,medium,0.957859993,1666
ek6b-5n74.csv,description_of_code,high,0.437493086,1001
f33j-ecpr.csv,q21_r1_c2,low,0.421995878,1001
fx4z-5xg2.csv,stop_question_frisk_complaint,high,0.497415781,1001
g3xg-qtbc.csv,approx_date_closed,high,0.504715443,1001
i6ky-n2wd.csv,_2_superintendent,medium,0.738453388,1001
ijzq-5wy8.csv,modes_used_june_bus,medium,0.745509386,960
iz2q-9x8d.csv,total_est_fee,high,0.657427311,1001
jpcp-ic7c.csv,qworktravelcode06,high,0.398083448,1001
kcey-vehy.csv,qsurveyzone_home,high,0.66302681,1001
kg6x-kv5b.csv,10 REMOVALS,medium,0.947667599,1666
m8p6-tp4b.csv,yrb_rng,low,0.427638531,1001
n84m-kx4j.csv,vehicle_engine_horsepower,high,0.483545303,1001
naib-xtez.csv,a59_using_weapon_other_than,medium,0.742580175,1001
naib-xtez.csv,a40_taking_property_without,medium,0.709940434,1001
naib-xtez.csv,a34_coercion_threats_p,medium,0.456716299,1001
nbun-wekj.csv,municipally_supplied_potable_1,low,0.461002111,1001
njjd-3gve.csv,q21_r4_c2,low,0.488161802,1001
njjd-3gve.csv,q20_r7_c4,low,0.453971624,1001
r5p4-2qap.csv,18 PRINCIPAL,medium,0.978022575,1744
reri-chf8.csv,grade_12,high,0.364120483,193
t5qg-w9sq.csv,B31 Scholastic Dishonesty R,medium,0.903101683,1666
utpj-74fz.csv,retail_store_number_of_open,low,0.444307089,1001
utpj-74fz.csv,percent_of_electricity_that,low,0.428791523,1001
utpj-74fz.csv,bank_branch_number_of,low,0.445361614,1001
uu87-uz8m.csv,asc_contact_perp,high,0.401839495,4
vc9v-wg6y.csv,ell_arabic,high,0.581725597,1001
wa2y-rh4b.csv,noncity_yr1_plan,low,0.395820141,1001
wcm8-aq5w.csv,propane_use_kbtu,low,0.456783056,1001
wcm8-aq5w.csv,percent_of_electricity_that,low,0.427274704,1001
x5tk-fa54.csv,year_5_estimate,high,0.674063206,1001
yr5p-wjer.csv,worship_facility_gross_floor,low,0.419720411,1001
yr5p-wjer.csv,stadium_closed_gross_floor,low,0.454272509,1001
