query,selectivity,time lsh,time linear search
set_102393.csv,low,0.025818347930908203,0.009887456893920898
set_102484.csv,low,0.0003275871276855469,0.008052349090576172
set_3035222.csv,low,0.0004684925079345703,0.004353046417236328
set_102630.csv,low,0.0012977123260498047,0.00894618034362793
set_549089.csv,medium,0.0004296302795410156,0.0022649765014648438
set_102394.csv,low,0.0005271434783935547,0.009059906005859375
set_3948698.csv,low,0.0005114078521728516,0.00594019889831543
set_1647205.csv,low,0.00043082237243652344,0.004244327545166016
set_1439401.csv,low,0.01166677474975586,0.006522655487060547
set_4378362.csv,low,0.0003662109375,0.0055332183837890625
set_3035077.csv,low,0.0003821849822998047,0.004650115966796875
set_1647175.csv,low,0.0003962516784667969,0.004134654998779297
set_4378352.csv,low,0.0003159046173095703,0.005499601364135742
set_4846367.csv,low,0.0003535747528076172,0.003157377243041992
set_3035261.csv,low,0.00041937828063964844,0.004281759262084961
set_1650332.csv,low,0.0007777214050292969,0.009161710739135742
set_1655381.csv,medium,0.0003590583801269531,0.003503084182739258
set_1082641.csv,medium,0.010439634323120117,0.0045928955078125
set_3279341.csv,medium,0.0006487369537353516,0.003120899200439453
set_3287684.csv,medium,0.00031638145446777344,0.0023660659790039062
set_3225324.csv,medium,0.6180236339569092,0.005658626556396484
set_2022878.csv,medium,0.025809288024902344,0.0011560916900634766
set_2022766.csv,medium,0.00037407875061035156,0.0019342899322509766
set_2757622.csv,medium,0.0002923011779785156,0.0006415843963623047
set_1649665.csv,medium,0.00033473968505859375,0.0033054351806640625
set_1941277.csv,medium,0.0004172325134277344,0.0036385059356689453
set_1466953.csv,medium,0.0002682209014892578,0.0007390975952148438
set_3225313.csv,medium,0.00035500526428222656,0.005249500274658203
set_1302350.csv,medium,0.00046563148498535156,0.007257699966430664
set_100477.csv,medium,0.009639978408813477,0.0023202896118164062
set_1237906.csv,high,0.00021839141845703125,0.0001373291015625
set_2062632.csv,high,0.0060405731201171875,0.058115243911743164
set_2675679.csv,high,0.0048291683197021484,0.05389523506164551
set_1082432.csv,high,0.009297609329223633,0.00480341911315918
set_4349463.csv,high,0.0002892017364501953,0.0003228187561035156
set_4598170.csv,high,0.0003287792205810547,0.00153350830078125
set_1649507.csv,high,0.0025196075439453125,0.001987934112548828
set_1655666.csv,high,0.00215911865234375,0.019227027893066406
set_3798495.csv,high,0.00034236907958984375,0.00032639503479003906
set_3079718.csv,high,0.0003209114074707031,0.00278472900390625
set_3826120.csv,high,0.002687692642211914,0.0007517337799072266
set_4001420.csv,high,0.00024580955505371094,0.0003552436828613281
set_4058082.csv,high,0.0003082752227783203,0.0006222724914550781
set_3363156.csv,high,0.0002994537353515625,0.0006239414215087891
set_439649.csv,high,0.0003948211669921875,0.005896568298339844
