method_name,query_file,query_column,query_selectivity,TP,FP,FN,TN,accuracy,precision,recall,f1-score,time,minhash_creation_time,threshold,dataset,width,depth,candidates
cms_minhash_lsh,kcey-vehy.csv,qsurveyzone_home,high,3,0,0,59455,1.0,1.0,1.0,1.0,0.17920899391174316,0.0006453990936279297,0.7,chembl_2000_5,2000,5,14
cms_minhash_lsh,naib-xtez.csv,a34_coercion_threats_p,medium,501,0,0,58957,1.0,1.0,1.0,1.0,14.747956037521362,0.0006613731384277344,0.7,chembl_2000_5,2000,5,1179
cms_minhash_lsh,g3xg-qtbc.csv,approx_date_closed,high,1,0,0,59457,1.0,1.0,1.0,1.0,0.05263376235961914,0.002177000045776367,0.7,chembl_2000_5,2000,5,1
cms_minhash_lsh,n84m-kx4j.csv,vehicle_engine_horsepower,high,1,0,0,59457,1.0,1.0,1.0,1.0,0.05466794967651367,0.0017282962799072266,0.7,chembl_2000_5,2000,5,1
cms_minhash_lsh,4nft-bihw.csv,tax_year,high,1,0,0,59457,1.0,1.0,1.0,1.0,0.685706615447998,0.0009343624114990234,0.7,chembl_2000_5,2000,5,12
cms_minhash_lsh,ek6b-5n74.csv,description_of_code,high,8,0,0,59450,1.0,1.0,1.0,1.0,0.45387721061706543,0.0011594295501708984,0.7,chembl_2000_5,2000,5,8
cms_minhash_lsh,fx4z-5xg2.csv,stop_question_frisk_complaint,high,128,0,0,59330,1.0,1.0,1.0,1.0,11.348291873931885,0.0009734630584716797,0.7,chembl_2000_5,2000,5,201
cms_minhash_lsh,6bqn-qdwq.csv,tnc_mode,high,2,0,0,59456,1.0,1.0,1.0,1.0,20.469075918197632,0.0008065700531005859,0.7,chembl_2000_5,2000,5,370
cms_minhash_lsh,reri-chf8.csv,grade_12,high,1,0,0,59457,1.0,1.0,1.0,1.0,2.097048044204712,0.002416372299194336,0.7,chembl_2000_5,2000,5,12
cms_minhash_lsh,vc9v-wg6y.csv,ell_arabic,high,54,0,0,59404,1.0,1.0,1.0,1.0,31.717703580856323,0.0009737014770507812,0.7,chembl_2000_5,2000,5,592
