method_name,query_file,query_column,query_selectivity,TP,FP,FN,TN,accuracy,precision,recall,f1-score,time,minhash_creation_time,threshold,dataset,width,depth,candidates
cms_minhash_lsh,kcey-vehy.csv,qsurveyzone_home,high,3,0,0,59455,1.0,1.0,1.0,1.0,0.1819455623626709,0.0006384849548339844,0.7,chembl_2000_5,2000,5,14
cms_minhash_lsh,g3xg-qtbc.csv,approx_date_closed,high,1,0,0,59457,1.0,1.0,1.0,1.0,0.029755592346191406,0.0014920234680175781,0.7,chembl_2000_5,2000,5,1
cms_minhash_lsh,n84m-kx4j.csv,vehicle_engine_horsepower,high,1,0,0,59457,1.0,1.0,1.0,1.0,0.029630661010742188,0.0011985301971435547,0.7,chembl_2000_5,2000,5,1
cms_minhash_lsh,iz2q-9x8d.csv,total_est_fee,high,1,0,0,59457,1.0,1.0,1.0,1.0,0.030100584030151367,0.0009219646453857422,0.7,chembl_2000_5,2000,5,1
cms_minhash_lsh,ek6b-5n74.csv,description_of_code,high,8,0,0,59450,1.0,1.0,1.0,1.0,0.23627090454101562,0.0007498264312744141,0.7,chembl_2000_5,2000,5,8
cms_minhash_lsh,4nft-bihw.csv,tax_year,high,1,0,0,59457,1.0,1.0,1.0,1.0,0.3639838695526123,0.0005445480346679688,0.7,chembl_2000_5,2000,5,12
cms_minhash_lsh,reri-chf8.csv,grade_12,high,1,0,0,59457,1.0,1.0,1.0,1.0,0.35132646560668945,0.0016970634460449219,0.7,chembl_2000_5,2000,5,12
cms_minhash_lsh,268n-a7em.csv,local,high,1,0,0,59457,1.0,1.0,1.0,1.0,2.4268798828125,0.0026235580444335938,0.7,chembl_2000_5,2000,5,84
cms_minhash_lsh,fx4z-5xg2.csv,stop_question_frisk_complaint,high,128,0,0,59330,1.0,1.0,1.0,1.0,5.699585199356079,0.0006215572357177734,0.7,chembl_2000_5,2000,5,201
cms_minhash_lsh,6bqn-qdwq.csv,tnc_mode,high,2,0,0,59456,1.0,1.0,1.0,1.0,10.556411027908325,0.0007107257843017578,0.7,chembl_2000_5,2000,5,370
cms_minhash_lsh,naib-xtez.csv,a34_coercion_threats_p,medium,501,0,0,58957,1.0,1.0,1.0,1.0,14.942080974578857,0.0004203319549560547,0.7,chembl_2000_5,2000,5,1179
cms_minhash_lsh,8nqg-ia7v.csv,flag_mc,high,24,0,0,59434,1.0,1.0,1.0,1.0,10.222034215927124,0.0005781650543212891,0.7,chembl_2000_5,2000,5,360
cms_minhash_lsh,64pu-zyr2.csv,A36 Intimidating and Bullying Behavior R,medium,970,0,0,58488,1.0,1.0,1.0,1.0,14.441264390945435,0.0008497238159179688,0.7,chembl_2000_5,2000,5,1084
cms_minhash_lsh,9cvd-uyw6.csv,ELL PRINCIPAL,medium,988,0,0,58470,1.0,1.0,1.0,1.0,14.124999523162842,0.0009920597076416016,0.7,chembl_2000_5,2000,5,1077
cms_minhash_lsh,jpcp-ic7c.csv,qworktravelcode06,high,41,0,0,59417,1.0,1.0,1.0,1.0,14.140528202056885,0.0009748935699462891,0.7,chembl_2000_5,2000,5,502
cms_minhash_lsh,vc9v-wg6y.csv,ell_arabic,high,54,0,0,59404,1.0,1.0,1.0,1.0,16.63790774345398,0.0006201267242431641,0.7,chembl_2000_5,2000,5,592
